中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.139.160,443,192.9.139.160,US,San Jose,中转,1 ms,928 Mbps,118784 kB/s
35.197.23.75,443,35.212.201.167,US,Seattle,隧道,23 ms,1024 Mbps,131072 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,6 ms,2232 Mbps,285696 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,22 ms,471 Mbps,60313 kB/s
35.230.79.26,443,35.212.201.167,US,Seattle,隧道,21 ms,984 Mbps,125952 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,21 ms,674 Mbps,86323 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,8 ms,368 Mbps,47206 kB/s
34.82.76.253,443,34.83.12.158,US,Seattle,隧道,32 ms,976 Mbps,124928 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,20 ms,437 Mbps,56012 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,62 ms,397 Mbps,50892 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,69 ms,6 Mbps,809 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,107 ms,228 Mbps,29184 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,119 ms,45 Mbps,5826 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,104 ms,49 Mbps,6333 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,115 ms,49 Mbps,6299 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,130 ms,229 Mbps,29388 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,120 ms,44 Mbps,5702 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,159 ms,134 Mbps,17203 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,149 ms,44 Mbps,5719 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,161 ms,152 Mbps,19558 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,152 ms,46 Mbps,5950 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,152 ms,110 Mbps,14131 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,186 ms,0 Mbps,122 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,233 ms,2 Mbps,267 kB/s
