中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,23 ms,7 Mbps,939 kB/s
35.230.79.26,443,35.212.167.189,US,Seattle,隧道,54 ms,528 Mbps,67686 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,40 ms,501 Mbps,64204 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,59 ms,295 Mbps,37785 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,49 ms,428 Mbps,54784 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,32 ms,640 Mbps,81920 kB/s
35.197.23.75,443,35.212.167.189,US,Seattle,隧道,49 ms,552 Mbps,70758 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,49 ms,497 Mbps,63692 kB/s
34.82.76.253,443,34.105.33.19,US,Seattle,隧道,59 ms,388 Mbps,49664 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,55 ms,402 Mbps,51507 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,119 ms,186 Mbps,23859 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,126 ms,205 Mbps,26316 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,130 ms,178 Mbps,22835 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,140 ms,163 Mbps,20889 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,113 ms,45 Mbps,5823 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,154 ms,169 Mbps,21708 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,141 ms,44 Mbps,5645 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,152 ms,43 Mbps,5556 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,175 ms,41 Mbps,5373 kB/s
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,197 ms,0 Mbps,58 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,124 ms,40 Mbps,5122 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,208 ms,38 Mbps,4911 kB/s
