中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
23.94.43.51,443,23.94.43.51,US,Seattle,中转,54 ms,27 Mbps,3510 kB/s
35.230.79.26,443,35.212.229.69,US,Seattle,隧道,49 ms,302 Mbps,38707 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,68 ms,606 Mbps,77619 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,74 ms,408 Mbps,52326 kB/s
35.197.23.75,443,35.212.229.69,US,Seattle,隧道,67 ms,477 Mbps,61132 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,33 ms,616 Mbps,78848 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,117 ms,313 Mbps,40140 kB/s
34.82.76.253,443,34.168.86.105,US,Seattle,隧道,52 ms,469 Mbps,60108 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,51 ms,348 Mbps,44544 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,38 ms,66 Mbps,8495 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,34 ms,569 Mbps,72908 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,40 ms,739 Mbps,94617 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,141 ms,162 Mbps,20787 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,115 ms,45 Mbps,5807 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,123 ms,163 Mbps,20889 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,41 ms,77 Mbps,9962 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,134 ms,158 Mbps,20275 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,129 ms,37 Mbps,4807 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,174 ms,126 Mbps,16179 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,69 ms,1 Mbps,188 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,150 ms,206 Mbps,26419 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,130 ms,216 Mbps,27750 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,131 ms,165 Mbps,21196 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,121 ms,5 Mbps,728 kB/s
141.148.230.146,443,98.98.156.18,DE,Frankfurt,隧道,120 ms,164 Mbps,21094 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,119 ms,44 Mbps,5643 kB/s
144.24.175.174,443,2a0b:21c0:1007:1c8:0:2c79:d317:da3b,DE,Frankfurt,隧道,142 ms,145 Mbps,18636 kB/s
152.70.60.159,443,2a0b:21c0:100a:1b0:0:9649:1e63:4afc,DE,Frankfurt,隧道,134 ms,148 Mbps,19046 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,138 ms,39 Mbps,5036 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,134 ms,42 Mbps,5434 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,137 ms,184 Mbps,23552 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:102,KR,Seoul,隧道,188 ms,107 Mbps,13721 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,157 ms,132 Mbps,16998 kB/s
130.162.144.191,443,2a09:bac5:4732:1a14::299:50,KR,Seoul,隧道,173 ms,30 Mbps,3954 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,184 ms,98 Mbps,12595 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,201 ms,27 Mbps,3563 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,206 ms,2 Mbps,371 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,188 ms,39 Mbps,5117 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,131 ms,44 Mbps,5636 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,190 ms,39 Mbps,5018 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,221 ms,70 Mbps,9054 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,105 ms,192 Mbps,24678 kB/s
168.138.50.249,443,168.138.50.249,JP,Osaka,中转,195 ms,37 Mbps,4830 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,212 ms,10 Mbps,1299 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,246 ms,85 Mbps,10956 kB/s
149.129.8.215,443,47.88.55.210,US,San Jose,隧道,203 ms,2 Mbps,304 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,210 ms,17 Mbps,2274 kB/s
47.57.233.126,443,47.88.21.157,US,San Jose,隧道,189 ms,0 Mbps,2 kB/s
152.70.71.23,443,152.70.71.23,IN,Marseille,中转,239 ms,29 Mbps,3714 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,Seattle,隧道,245 ms,59 Mbps,7556 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,193 ms,10 Mbps,1333 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,208 ms,34 Mbps,4378 kB/s
193.123.80.245,443,193.123.80.245,AE,Marseille,中转,233 ms,29 Mbps,3730 kB/s
