中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.230.79.26,443,35.212.151.84,US,Seattle,隧道,53 ms,594 Mbps,76083 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,41 ms,856 Mbps,109568 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,83 ms,384 Mbps,49152 kB/s
34.82.76.253,443,34.127.98.139,US,Seattle,隧道,37 ms,545 Mbps,69836 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,39 ms,523 Mbps,66969 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,24 ms,1168 Mbps,149504 kB/s
35.197.23.75,443,35.212.151.84,US,Seattle,隧道,42 ms,538 Mbps,68915 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,65 ms,38 Mbps,4871 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,33 ms,309 Mbps,39628 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,25 ms,564 Mbps,72192 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,108 ms,208 Mbps,26624 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,60 ms,52 Mbps,6678 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,63 ms,452 Mbps,57958 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,150 ms,116 Mbps,14950 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,126 ms,41 Mbps,5339 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,114 ms,42 Mbps,5494 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,166 ms,49 Mbps,6390 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,154 ms,125 Mbps,16076 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,158 ms,201 Mbps,25804 kB/s
131.186.33.175,443,131.186.33.175,JP,Osaka,中转,123 ms,262 Mbps,33587 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,157 ms,152 Mbps,19456 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,152 ms,46 Mbps,5996 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,182 ms,47 Mbps,6074 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,160 ms,154 Mbps,19763 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,122 ms,44 Mbps,5747 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,Seattle,隧道,124 ms,158 Mbps,20275 kB/s
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,162 ms,11 Mbps,1481 kB/s
141.147.83.45,443,2a0b:21c0:100a:1b1:0:a8e7:a4f5:cc74,DE,Frankfurt,隧道,170 ms,128 Mbps,16384 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,207 ms,3 Mbps,395 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,160 ms,44 Mbps,5642 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:102,KR,Seoul,隧道,150 ms,131 Mbps,16793 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,157 ms,42 Mbps,5411 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,170 ms,106 Mbps,13619 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,181 ms,42 Mbps,5377 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,161 ms,39 Mbps,5004 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,177 ms,26 Mbps,3401 kB/s
130.162.144.191,443,2a09:bac5:4737:1a14::299:67,KR,Seoul,隧道,150 ms,38 Mbps,4967 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,163 ms,15 Mbps,1967 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,251 ms,62 Mbps,8026 kB/s
47.57.233.126,443,47.88.21.157,US,San Jose,隧道,176 ms,1 Mbps,238 kB/s
149.129.8.215,443,47.254.87.121,US,San Jose,隧道,173 ms,0 Mbps,68 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,232 ms,0 Mbps,22 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,174 ms,35 Mbps,4511 kB/s
193.123.80.245,443,193.123.80.245,AE,Marseille,中转,229 ms,21 Mbps,2746 kB/s
