中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,10 ms,790 Mbps,101171 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,47 ms,405 Mbps,51916 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,19 ms,7 Mbps,979 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,50 ms,373 Mbps,47820 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,51 ms,453 Mbps,58060 kB/s
34.82.76.253,443,34.83.12.158,US,Seattle,隧道,54 ms,317 Mbps,40652 kB/s
129.146.46.164,443,129.146.46.164,,colo.txt:Los Angeles,中转,0 ms,246 Mbps,31539 kB/s
35.197.23.75,443,35.212.173.121,US,Seattle,隧道,50 ms,480 Mbps,61542 kB/s
35.230.79.26,443,35.212.173.121,US,Seattle,隧道,55 ms,360 Mbps,46080 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,51 ms,383 Mbps,49049 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,63 ms,442 Mbps,56627 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,113 ms,220 Mbps,28160 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,114 ms,179 Mbps,22937 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,103 ms,38 Mbps,4933 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,124 ms,185 Mbps,23756 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,158 ms,0 Mbps,102 kB/s
141.147.165.223,443,140.238.41.131,JP,Tokyo,隧道,157 ms,94 Mbps,12083 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,160 ms,128 Mbps,16384 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,161 ms,35 Mbps,4576 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,155 ms,126 Mbps,16179 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,119 ms,38 Mbps,4944 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,201 ms,36 Mbps,4680 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,218 ms,61 Mbps,7848 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,237 ms,10 Mbps,1366 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,204 ms,95 Mbps,12185 kB/s
