中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
184.169.181.217,443,184.169.181.217,US,San Jose,中转,8 ms,35 Mbps,4515 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,45 ms,1352 Mbps,173056 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,19 ms,1264 Mbps,161792 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,21 ms,736 Mbps,94310 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,34 ms,155 Mbps,19865 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,26 ms,650 Mbps,83251 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,41 ms,378 Mbps,48435 kB/s
34.82.76.253,443,35.233.242.94,US,Seattle,隧道,40 ms,920 Mbps,117760 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,2 ms,63 Mbps,8123 kB/s
152.67.65.201,443,152.67.65.201,CH,Zurich,中转,191 ms,36 Mbps,4639 kB/s
64.110.98.49,443,104.28.206.113,JP,Osaka,隧道,164 ms,46 Mbps,5973 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,27 ms,423 Mbps,54169 kB/s
35.197.23.75,443,34.169.20.76,US,Seattle,隧道,36 ms,740 Mbps,94822 kB/s
35.230.79.26,443,34.169.20.76,US,Seattle,隧道,37 ms,880 Mbps,112640 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,64 ms,354 Mbps,45363 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,14 ms,638 Mbps,81715 kB/s
129.150.50.63,443,129.150.50.63,SG,Singapore,中转,203 ms,109 Mbps,14028 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,80 ms,240 Mbps,30720 kB/s
141.147.184.160,443,141.147.184.160,JP,Tokyo,中转,178 ms,101 Mbps,13004 kB/s
129.146.133.33,443,129.146.133.33,US,Los Angeles,中转,23 ms,400 Mbps,51302 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,67 ms,440 Mbps,56320 kB/s
132.226.31.178,443,2a09:bac1:76a0:e18::c:35c,US,Los Angeles,隧道,47 ms,45 Mbps,5770 kB/s
129.146.248.140,443,129.146.248.140,US,Los Angeles,中转,27 ms,402 Mbps,51507 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,120 ms,216 Mbps,27648 kB/s
8.209.217.106,443,8.209.217.106,JP,Tokyo,中转,114 ms,21 Mbps,2713 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,69 ms,332 Mbps,42496 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,162 ms,125 Mbps,16076 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,177 ms,141 Mbps,18124 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,165 ms,125 Mbps,16076 kB/s
18.236.13.188,443,204.110.220.101,US,,隧道,29 ms,497 Mbps,63692 kB/s
158.180.65.13,443,158.180.65.13,KR,Seoul,中转,152 ms,45 Mbps,5872 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,148 ms,154 Mbps,19763 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,183 ms,3 Mbps,391 kB/s
158.101.175.51,443,158.101.175.51,DE,Frankfurt,中转,165 ms,37 Mbps,4750 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,174 ms,116 Mbps,14950 kB/s
131.186.28.236,443,131.186.28.236,KR,Seoul,中转,148 ms,43 Mbps,5596 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,187 ms,113 Mbps,14540 kB/s
152.70.88.98,443,2a09:bac1:3f40:90::20b:65,KR,Seoul,隧道,155 ms,37 Mbps,4831 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,162 ms,39 Mbps,5008 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,166 ms,43 Mbps,5555 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,185 ms,107 Mbps,13721 kB/s
8.218.148.106,443,8.218.148.106,HK,,中转,164 ms,0 Mbps,12 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,164 ms,67 Mbps,8672 kB/s
204.110.220.3,443,204.110.220.236,US,,隧道,54 ms,199 Mbps,25497 kB/s
130.162.162.42,443,2a0b:21c0:1007:1cb:0:b414:9afe:3dc3,DE,Frankfurt,隧道,191 ms,77 Mbps,9951 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,166 ms,18 Mbps,2375 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,161 ms,139 Mbps,17817 kB/s
132.226.7.217,443,132.226.7.217,JP,Tokyo,中转,170 ms,44 Mbps,5647 kB/s
152.67.222.167,443,152.67.222.167,KR,Seoul,中转,159 ms,44 Mbps,5724 kB/s
64.110.103.69,443,64.110.103.69,JP,Osaka,中转,175 ms,40 Mbps,5163 kB/s
8.222.128.32,443,8.222.128.32,SG,Singapore,中转,195 ms,28 Mbps,3595 kB/s
