中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
23.94.43.51,443,23.94.43.51,US,Seattle,中转,50 ms,388 Mbps,49766 kB/s
192.18.134.231,443,192.18.134.231,US,Los Angeles,中转,81 ms,374 Mbps,47923 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,20 ms,896 Mbps,114688 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,66 ms,497 Mbps,63692 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,19 ms,546 Mbps,69939 kB/s
35.230.79.26,443,35.212.248.117,US,Seattle,隧道,77 ms,519 Mbps,66457 kB/s
35.197.23.75,443,35.212.248.117,US,Seattle,隧道,59 ms,505 Mbps,64716 kB/s
150.230.44.13,443,150.230.44.13,US,Los Angeles,中转,58 ms,388 Mbps,49664 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,25 ms,81 Mbps,10444 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,15 ms,800 Mbps,102400 kB/s
192.9.139.160,443,192.9.139.160,US,Los Angeles,中转,66 ms,440 Mbps,56320 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,24 ms,116 Mbps,14848 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,59 ms,49 Mbps,6356 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,58 ms,51 Mbps,6588 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,51 ms,388 Mbps,49766 kB/s
192.9.146.103,443,192.9.146.103,US,Los Angeles,中转,68 ms,396 Mbps,50688 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,112 ms,184 Mbps,23552 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,122 ms,160 Mbps,20480 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,116 ms,234 Mbps,30003 kB/s
47.90.141.204,443,91.149.239.252,US,Los Angeles,隧道,30 ms,33 Mbps,4286 kB/s
144.24.182.205,443,2a0b:21c0:1007:1cb:0:727e:cb52:e3,DE,Frankfurt,隧道,119 ms,92 Mbps,11776 kB/s
192.18.130.65,443,192.18.130.65,US,Los Angeles,中转,57 ms,494 Mbps,63283 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,123 ms,6 Mbps,829 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,125 ms,174 Mbps,22323 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,157 ms,139 Mbps,17817 kB/s
155.248.196.123,443,155.248.196.123,US,Toronto,中转,83 ms,39 Mbps,5115 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,115 ms,72 Mbps,9279 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,112 ms,219 Mbps,28057 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,139 ms,41 Mbps,5278 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,79 ms,360 Mbps,46080 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,110 ms,35 Mbps,4511 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,131 ms,42 Mbps,5455 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,114 ms,40 Mbps,5172 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,188 ms,168 Mbps,21504 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,116 ms,229 Mbps,29388 kB/s
168.138.149.17,443,168.138.149.17,BR,S
