中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.230.79.26,443,34.169.20.76,US,Seattle,隧道,22 ms,856 Mbps,109568 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,53 ms,348 Mbps,44646 kB/s
35.197.23.75,443,34.169.20.76,US,Seattle,隧道,22 ms,755 Mbps,96665 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,27 ms,117 Mbps,15052 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,17 ms,489 Mbps,62668 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,60 ms,2056 Mbps,263168 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,42 ms,1672 Mbps,214016 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,37 ms,1232 Mbps,157696 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,52 ms,584 Mbps,74854 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,69 ms,64 Mbps,8257 kB/s
43.153.80.208,443,43.153.80.208,3 Mbps,391 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,45 ms,761 Mbps,97484 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,,Los Angeles,隧道,0 ms,88 Mbps,11264 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,105 ms,184 Mbps,23552 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,33 ms,266 Mbps,34099 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,62 ms,355 Mbps,45465 kB/s
138.2.229.77,443,138.2.229.77,US,San Jose,中转,69 ms,111 Mbps,14233 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,142 ms,140 Mbps,18022 kB/s
129.146.133.33,443,129.146.133.33,US,Los Angeles,中转,58 ms,339 Mbps,43417 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,154 ms,40 Mbps,5123 kB/s
132.226.31.178,443,2a09:bac5:60eb:1173::1bd:10b,US,Los Angeles,隧道,130 ms,55 Mbps,7047 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,75 ms,90 Mbps,11571 kB/s
198.46.188.190,443,2a09:bac1:76c0:118::312:1c,US,Toronto,隧道,69 ms,110 Mbps,14131 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,205 ms,108 Mbps,13926 kB/s
130.61.23.77,443,130.61.23.77,,Frankfurt,中转,0 ms,80 Mbps,10342 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,149 ms,46 Mbps,5982 kB/s
152.70.248.96,443,2a09:bac5:4753:155::22:109,KR,Seoul,隧道,131 ms,7 Mbps,963 kB/s
140.238.86.228,443,140.238.86.228,GB,London,中转,142 ms,4 Mbps,563 kB/s
64.110.103.69,443,64.110.103.69,JP,Osaka,中转,167 ms,41 Mbps,5300 kB/s
144.24.78.162,443,144.24.78.162,KR,Seoul,中转,137 ms,90 Mbps,11571 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,157 ms,120 Mbps,15462 kB/s
131.186.28.236,443,131.186.28.236,KR,Seoul,中转,130 ms,47 Mbps,6102 kB/s
193.122.197.111,443,193.122.197.111,216 Mbps,27648 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,159 ms,113 Mbps,14540 kB/s
18.216.55.100,443,18.216.55.100,US,Ashburn,中转,216 ms,349 Mbps,44748 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,74 ms,4 Mbps,545 kB/s
140.238.195.98,443,140.238.195.98,AU,Sydney,中转,141 ms,40 Mbps,5164 kB/s
158.101.175.51,443,158.101.175.51,DE,Frankfurt,中转,154 ms,34 Mbps,4376 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,168 ms,84 Mbps,10752 kB/s
134.65.59.100,443,134.65.59.100,GB,London,中转,150 ms,40 Mbps,5170 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,154 ms,103 Mbps,13209 kB/s
43.131.49.250,443,43.131.49.250,DE,Frankfurt,中转,156 ms,96 Mbps,12288 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,163 ms,100 Mbps,12902 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,149 ms,37 Mbps,4805 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,136 ms,110 Mbps,14131 kB/s
152.67.78.184,443,152.67.78.184,CH,Zurich,中转,166 ms,36 Mbps,4624 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,177 ms,2 Mbps,372 kB/s
140.83.61.244,443,140.83.61.244,JP,Hong Kong,中转,153 ms,30 Mbps,3858 kB/s
8.218.148.106,443,8.218.148.106,HK,,中转,175 ms,0 Mbps,25 kB/s
141.147.184.160,443,141.147.184.160,JP,Tokyo,中转,155 ms,112 Mbps,14336 kB/s
129.150.37.203,443,129.150.37.203,SG,Singapore,中转,174 ms,85 Mbps,10956 kB/s
152.70.90.168,443,2603:c022:8004:1505::5,KR,Seoul,隧道,130 ms,120 Mbps,15360 kB/s
144.21.51.189,443,2a0b:21c0:100a:1b2:0:9b20:4d99:bb74,DE,Frankfurt,隧道,239 ms,73 Mbps,9373 kB/s
132.145.15.204,443,2a0b:21c0:100a:1b7:0:4b07:a974:dfb8,DE,Frankfurt,隧道,208 ms,100 Mbps,12800 kB/s
152.67.44.30,443,152.67.44.30,BR,São Paulo,中转,182 ms,36 Mbps,4653 kB/s
132.226.1.227,443,2603:c021:8001:801:f494:88cb:3117:e10,JP,Tokyo,隧道,153 ms,112 Mbps,14438 kB/s
141.147.178.154,443,141.147.178.154,JP,Osaka,中转,146 ms,36 Mbps,4647 kB/s
204.216.218.114,443,204.216.218.114,IT,Milan,中转,259 ms,49 Mbps,6332 kB/s
132.226.7.217,443,132.226.7.217,JP,Tokyo,中转,159 ms,44 Mbps,5750 kB/s
129.159.130.38,443,129.159.130.38,IL,Paris,中转,313 ms,40 Mbps,5247 kB/s
