中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,3 ms,104 Mbps,13312 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,17 ms,765 Mbps,97996 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,29 ms,1 Mbps,165 kB/s
35.230.79.26,443,35.212.128.242,US,Seattle,隧道,70 ms,350 Mbps,44851 kB/s
34.82.76.253,443,35.185.231.63,US,Seattle,隧道,70 ms,336 Mbps,43008 kB/s
35.197.23.75,443,35.212.128.242,US,Seattle,隧道,71 ms,364 Mbps,46694 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,64 ms,377 Mbps,48332 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,64 ms,336 Mbps,43110 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,97 ms,230 Mbps,29491 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,71 ms,284 Mbps,36352 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,63 ms,267 Mbps,34201 kB/s
184.169.181.217,443,184.169.181.217,US,Los Angeles,中转,67 ms,104 Mbps,13312 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,94 ms,253 Mbps,32460 kB/s
152.70.62.177,443,163.123.193.24,DE,Frankfurt,隧道,94 ms,208 Mbps,26624 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,92 ms,216 Mbps,27750 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,86 ms,47 Mbps,6107 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,92 ms,44 Mbps,5663 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,176 ms,1 Mbps,142 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,168 ms,105 Mbps,13516 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,169 ms,36 Mbps,4700 kB/s
146.56.175.207,443,161.118.151.165,KR,Seoul,隧道,209 ms,84 Mbps,10752 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,208 ms,33 Mbps,4344 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,212 ms,37 Mbps,4825 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,238 ms,3 Mbps,504 kB/s
158.180.73.138,443,2602:ffe4:407:20da:0:2350:138c:ead,SG,Singapore,隧道,262 ms,39 Mbps,5019 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,208 ms,89 Mbps,11468 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,181 ms,18 Mbps,2341 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,238 ms,0 Mbps,4 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,199 ms,30 Mbps,3899 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,91 ms,44 Mbps,5655 kB/s
