中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,9 ms,86 Mbps,11059 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,6 ms,1592 Mbps,203776 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,5 ms,64 Mbps,8200 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,22 ms,779 Mbps,99737 kB/s
35.230.79.26,443,35.212.162.172,US,Seattle,隧道,74 ms,271 Mbps,34713 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,5 ms,1136 Mbps,145408 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,88 ms,41 Mbps,5250 kB/s
35.197.23.75,443,35.212.162.172,US,Seattle,隧道,73 ms,316 Mbps,40550 kB/s
34.82.76.253,443,34.168.231.76,US,Seattle,隧道,70 ms,236 Mbps,30310 kB/s
141.148.243.80,443,2a0b:21c0:1007:c9:0:10ee:53b3:b0c1,DE,Frankfurt,隧道,89 ms,262 Mbps,33587 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,91 ms,228 Mbps,29286 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,62 ms,392 Mbps,50278 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,85 ms,252 Mbps,32256 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,63 ms,327 Mbps,41881 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,88 ms,32 Mbps,4112 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,88 ms,227 Mbps,29081 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,95 ms,250 Mbps,32051 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,89 ms,44 Mbps,5660 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,93 ms,50 Mbps,6524 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,92 ms,267 Mbps,34201 kB/s
141.147.98.27,443,98.98.156.14,DE,Frankfurt,隧道,105 ms,113 Mbps,14540 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,98 ms,47 Mbps,6062 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,95 ms,49 Mbps,6317 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,167 ms,42 Mbps,5448 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,180 ms,39 Mbps,5119 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,158 ms,3 Mbps,479 kB/s
168.138.50.249,443,168.138.50.249,JP,Osaka,中转,184 ms,41 Mbps,5340 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,159 ms,113 Mbps,14540 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,209 ms,36 Mbps,4663 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,203 ms,84 Mbps,10752 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,207 ms,39 Mbps,5112 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,226 ms,36 Mbps,4667 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,234 ms,2 Mbps,282 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,280 ms,7 Mbps,900 kB/s
193.122.117.94,443,128.14.110.206,SG,Singapore,隧道,288 ms,48 Mbps,6213 kB/s
149.129.8.215,443,47.88.55.210,US,San Jose,隧道,235 ms,3 Mbps,509 kB/s
47.57.233.126,443,47.89.252.205,US,San Jose,隧道,237 ms,1 Mbps,186 kB/s
168.138.165.174,443,168.138.165.174,SG,San Jose,中转,246 ms,20 Mbps,2650 kB/s
193.123.80.245,443,193.123.80.245,AE,Frankfurt,中转,203 ms,29 Mbps,3788 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,250 ms,0 Mbps,21 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,236 ms,12 Mbps,1602 kB/s
