中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,26 ms,562 Mbps,71987 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,5 ms,37 Mbps,4814 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,73 ms,258 Mbps,33075 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,88 ms,42 Mbps,5498 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,70 ms,233 Mbps,29900 kB/s
143.47.190.37,443,2606:f240:f00:2be4:0:2a34:1061:8f16,DE,Frankfurt,隧道,90 ms,241 Mbps,30924 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,63 ms,451 Mbps,57753 kB/s
35.197.23.75,443,35.212.227.159,US,Seattle,隧道,75 ms,399 Mbps,51097 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,94 ms,280 Mbps,35942 kB/s
35.230.79.26,443,35.212.227.159,US,Seattle,隧道,75 ms,381 Mbps,48844 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,55 ms,400 Mbps,51302 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,74 ms,293 Mbps,37580 kB/s
34.82.76.253,443,34.169.31.209,US,Seattle,隧道,74 ms,385 Mbps,49356 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,62 ms,312 Mbps,40038 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,89 ms,46 Mbps,5988 kB/s
129.159.84.71,443,129.159.84.71,US,Chicago,中转,79 ms,0 Mbps,62 kB/s
158.101.221.74,443,2606:f240:f00:2be4:0:8d07:7f7b:5c09,DE,Frankfurt,隧道,99 ms,221 Mbps,28364 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,98 ms,44 Mbps,5732 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,168 ms,39 Mbps,5021 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,169 ms,124 Mbps,15872 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,167 ms,109 Mbps,14028 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,167 ms,26 Mbps,3424 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,204 ms,10 Mbps,1350 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,210 ms,9 Mbps,1233 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,226 ms,33 Mbps,4347 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,236 ms,41 Mbps,5268 kB/s
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,215 ms,0 Mbps,10 kB/s
