中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,14 ms,783 Mbps,100249 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,53 ms,400 Mbps,51200 kB/s
35.197.23.75,443,34.169.20.76,US,Seattle,隧道,53 ms,385 Mbps,49356 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,29 ms,82 Mbps,10547 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,95 ms,51 Mbps,6554 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,33 ms,555 Mbps,71065 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,51 ms,50 Mbps,6523 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,72 ms,440 Mbps,56320 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,61 ms,356 Mbps,45670 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,188 ms,176 Mbps,22630 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,53 ms,388 Mbps,49766 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,86 ms,504 Mbps,64614 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,150 ms,120 Mbps,15462 kB/s
129.159.47.255,443,129.159.47.255,US,San Jose,中转,65 ms,48 Mbps,6269 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,21 ms,206 Mbps,26419 kB/s
150.136.87.192,443,150.136.87.192,US,Ashburn,中转,51 ms,82 Mbps,10547 kB/s
34.82.76.253,443,35.233.242.94,US,Seattle,隧道,51 ms,422 Mbps,54067 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,109 ms,171 Mbps,21913 kB/s
152.70.119.237,443,2a09:bac5:6442:28::4:2f7,US,San Jose,隧道,96 ms,31 Mbps,4040 kB/s
35.230.79.26,443,34.169.20.76,US,Seattle,隧道,50 ms,427 Mbps,54681 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,51 ms,384 Mbps,49254 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,110 ms,165 Mbps,21196 kB/s
130.61.23.77,443,130.61.23.77,,colo.txt:Frankfurt,中转,0 ms,125 Mbps,16076 kB/s
152.70.53.38,443,2a0b:21c0:1007:1cb:0:3ed1:be2e:543b,DE,Frankfurt,隧道,106 ms,208 Mbps,26726 kB/s
158.101.222.102,443,2606:f240:f00:83a7:0:f110:e997:93bd,US,Frankfurt,隧道,106 ms,186 Mbps,23859 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,109 ms,200 Mbps,25702 kB/s
198.46.188.190,443,2a09:bac5:a5f9:1ed2::312:2b,US,Toronto,隧道,42 ms,128 Mbps,16384 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,96 ms,220 Mbps,28160 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,85 ms,179 Mbps,22937 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,77 ms,0 Mbps,16 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,108 ms,184 Mbps,23552 kB/s
129.146.60.210,443,129.146.60.210,US,Los Angeles,中转,108 ms,256 Mbps,32768 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,100 ms,101 Mbps,13004 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,101 ms,49 Mbps,6300 kB/s
132.226.31.178,443,2a09:bac5:60eb:1173::1bd:c7,US,Los Angeles,隧道,74 ms,48 Mbps,6195 kB/s
144.24.37.146,443,104.28.205.110,US,Los Angeles,隧道,56 ms,44 Mbps,5683 kB/s
131.186.28.236,443,131.186.28.236,KR,Seoul,中转,169 ms,41 Mbps,5364 kB/s
152.70.123.224,443,152.70.123.224,US,San Jose,中转,54 ms,41 Mbps,5372 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,107 ms,46 Mbps,5906 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,100 ms,180 Mbps,23040 kB/s
