中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,3 ms,7 Mbps,999 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,2 ms,82 Mbps,10547 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,20 ms,800 Mbps,102400 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,75 ms,75 Mbps,9616 kB/s
35.197.23.75,443,35.212.128.242,US,Seattle,隧道,63 ms,399 Mbps,51097 kB/s
129.146.46.164,443,129.146.46.164,334 Mbps,42803 kB/s
35.230.79.26,443,35.212.128.242,US,Seattle,隧道,65 ms,382 Mbps,48947 kB/s
34.82.76.253,443,34.127.34.227,US,Seattle,隧道,68 ms,349 Mbps,44748 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,68 ms,316 Mbps,40448 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,72 ms,280 Mbps,35840 kB/s
184.169.181.217,443,184.169.181.217,US,Los Angeles,中转,70 ms,379 Mbps,48537 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,105 ms,241 Mbps,30924 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,101 ms,369 Mbps,47308 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,113 ms,181 Mbps,23244 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,93 ms,44 Mbps,5666 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,93 ms,44 Mbps,5751 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,113 ms,209 Mbps,26828 kB/s
152.70.53.38,443,2606:f240:f00:5a42:0:c06b:c604:3397,US,Frankfurt,隧道,95 ms,176 Mbps,22630 kB/s
152.70.56.11,443,2606:f240:f00:6acf:0:13fa:d5e1:5e71,US,Frankfurt,隧道,106 ms,167 Mbps,21401 kB/s
140.238.173.181,443,140.238.173.181,CH,Zurich,中转,109 ms,219 Mbps,28057 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,91 ms,48 Mbps,6179 kB/s
3.112.21.102,443,3.112.21.102,JP,Osaka,中转,167 ms,127 Mbps,16281 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,166 ms,43 Mbps,5514 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,167 ms,44 Mbps,5638 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,203 ms,42 Mbps,5419 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,213 ms,36 Mbps,4671 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,229 ms,36 Mbps,4653 kB/s
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,220 ms,9 Mbps,1252 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,262 ms,1 Mbps,170 kB/s
