中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.7.98,443,2a09:bac5:60ea:183c::26a:b4,US,Los Angeles,隧道,18 ms,100 Mbps,12902 kB/s
35.230.79.26,443,35.212.219.103,US,Seattle,隧道,35 ms,904 Mbps,115712 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,4 ms,888 Mbps,113664 kB/s
34.82.76.253,443,35.185.230.104,US,Seattle,隧道,32 ms,741 Mbps,94924 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,6 ms,880 Mbps,112640 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,153 ms,264 Mbps,33792 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,40 ms,282 Mbps,36147 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,8 ms,584 Mbps,74752 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,33 ms,580 Mbps,74342 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,5 ms,1376 Mbps,176128 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,67 ms,10 Mbps,1331 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,77 ms,289 Mbps,37068 kB/s
35.197.23.75,443,35.212.219.103,US,Seattle,隧道,28 ms,450 Mbps,57651 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,148 ms,190 Mbps,24371 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,198 ms,11 Mbps,1423 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,204 ms,10 Mbps,1284 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,231 ms,81 Mbps,10444 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,108 ms,221 Mbps,28364 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,140 ms,157 Mbps,20172 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,83 ms,306 Mbps,39219 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,206 ms,3 Mbps,413 kB/s
129.80.177.42,443,129.80.177.42,US,Newark,中转,67 ms,37 Mbps,4854 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,182 ms,39 Mbps,5093 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,147 ms,142 Mbps,18227 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,168 ms,124 Mbps,15974 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,169 ms,20 Mbps,2588 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,158 ms,145 Mbps,18636 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,169 ms,2 Mbps,278 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,174 ms,19 Mbps,2527 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:102,KR,Seoul,隧道,158 ms,130 Mbps,16691 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,174 ms,42 Mbps,5451 kB/s
130.162.144.191,443,2a09:bac5:4733:1a14::299:6a,KR,Seoul,隧道,159 ms,38 Mbps,4970 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,182 ms,108 Mbps,13926 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,San Jose,隧道,105 ms,2 Mbps,356 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,157 ms,14 Mbps,1918 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,174 ms,39 Mbps,5002 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,170 ms,0 Mbps,35 kB/s
152.70.71.23,443,152.70.71.23,IN,Marseille,中转,218 ms,29 Mbps,3792 kB/s
149.129.8.215,443,47.254.26.25,US,San Jose,隧道,164 ms,3 Mbps,473 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,243 ms,38 Mbps,4924 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,171 ms,140 Mbps,17920 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,163 ms,0 Mbps,104 kB/s
150.230.107.89,443,2602:ffe4:407:21d9:0:a112:30a4:1a42,SG,Singapore,隧道,185 ms,82 Mbps,10547 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,167 ms,17 Mbps,2242 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,201 ms,100 Mbps,12800 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,162 ms,0 Mbps,14 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,178 ms,0 Mbps,1 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,224 ms,0 Mbps,83 kB/s
193.123.80.245,443,193.123.80.245,AE,Paris,中转,266 ms,14 Mbps,1916 kB/s
47.57.233.126,443,47.88.21.157,US,San Jose,隧道,156 ms,0 Mbps,15 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,150 ms,36 Mbps,4613 kB/s
