中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,32 ms,514 Mbps,65843 kB/s
129.146.7.98,443,2a09:bac1:7680:e18::26b:39,US,Los Angeles,隧道,66 ms,73 Mbps,9410 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,35 ms,128 Mbps,16486 kB/s
150.136.241.40,443,150.136.241.40,US,Ashburn,中转,26 ms,920 Mbps,117760 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,68 ms,285 Mbps,36556 kB/s
5.161.71.41,443,2a01:4ff:f0:a8a2::1,US,Ashburn,隧道,7 ms,888 Mbps,113664 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,68 ms,322 Mbps,41267 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,60 ms,596 Mbps,76390 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,21 ms,387 Mbps,49561 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,90 ms,45 Mbps,5820 kB/s
5.161.157.116,443,5.161.157.116,US,Ashburn,中转,61 ms,768 Mbps,98406 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,95 ms,217 Mbps,27852 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,92 ms,200 Mbps,25702 kB/s
34.82.76.253,443,34.19.102.69,US,Seattle,隧道,67 ms,267 Mbps,34201 kB/s
168.138.71.220,443,168.138.71.220,CA,Toronto,中转,51 ms,53 Mbps,6817 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,6 ms,31 Mbps,4080 kB/s
192.9.138.241,443,192.9.138.241,288 Mbps,36966 kB/s
192.9.138.241,,,隧道,0 ms,null Mbps,null kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,79 ms,272 Mbps,34918 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,61 ms,44 Mbps,5644 kB/s
130.61.23.77,443,130.61.23.77,106 Mbps,13619 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,93 ms,238 Mbps,30515 kB/s
5.161.228.130,443,2a01:4ff:f0:2d61::1,US,Ashburn,隧道,65 ms,1232 Mbps,157696 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,70 ms,251 Mbps,32153 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,78 ms,522 Mbps,66867 kB/s
129.153.119.97,443,129.153.119.97,US,Los Angeles,中转,77 ms,49 Mbps,6291 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,68 ms,256 Mbps,32870 kB/s
35.230.79.26,443,35.233.204.31,US,Seattle,隧道,71 ms,302 Mbps,38707 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,65 ms,344 Mbps,44134 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,77 ms,312 Mbps,39936 kB/s
35.197.23.75,443,35.233.204.31,US,Seattle,隧道,75 ms,313 Mbps,40140 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,90 ms,46 Mbps,5931 kB/s
47.90.141.204,443,91.149.239.62,US,Los Angeles,隧道,5 ms,35 Mbps,4553 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,89 ms,209 Mbps,26828 kB/s
155.248.202.141,443,155.248.202.141,US,San Jose,中转,120 ms,39 Mbps,5106 kB/s
