中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.220.190,443,2603:c020:b:c87e:e94d:56e:f44a:60ac,US,Los Angeles,隧道,26 ms,303 Mbps,38809 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,19 ms,558 Mbps,71475 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,39 ms,112 Mbps,14438 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,25 ms,1048 Mbps,134144 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,23 ms,936 Mbps,119808 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,29 ms,344 Mbps,44134 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,62 ms,57 Mbps,7371 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,82 ms,693 Mbps,88780 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,25 ms,619 Mbps,79257 kB/s
35.230.79.26,443,34.168.250.177,US,Seattle,隧道,36 ms,595 Mbps,76185 kB/s
35.197.23.75,443,34.168.250.177,US,Seattle,隧道,52 ms,592 Mbps,75878 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,109 ms,180 Mbps,23142 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,107 ms,440 Mbps,56320 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,141 ms,150 Mbps,19251 kB/s
129.153.119.97,443,129.153.119.97,US,Los Angeles,中转,34 ms,63 Mbps,8101 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,71 ms,368 Mbps,47104 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,103 ms,44 Mbps,5726 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,151 ms,198 Mbps,25395 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,49 ms,500 Mbps,64000 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,171 ms,123 Mbps,15769 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,62 ms,319 Mbps,40857 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,154 ms,124 Mbps,15872 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,70 ms,140 Mbps,18022 kB/s
168.138.201.0,443,168.138.201.0,JP,Tokyo,中转,173 ms,33 Mbps,4285 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,168 ms,132 Mbps,16896 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,57 ms,131 Mbps,16793 kB/s
47.243.118.63,443,47.243.118.63,HK,Hong Kong,中转,191 ms,33 Mbps,4305 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,136 ms,23 Mbps,3004 kB/s
64.110.103.69,443,64.110.103.69,JP,Osaka,中转,164 ms,41 Mbps,5324 kB/s
141.144.232.159,443,141.144.232.159,DE,Frankfurt,中转,159 ms,42 Mbps,5492 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,178 ms,171 Mbps,21913 kB/s
3.138.59.154,443,3.130.64.226,US,,隧道,60 ms,22 Mbps,2862 kB/s
150.230.6.108,443,150.230.6.108,JP,Osaka,中转,160 ms,107 Mbps,13721 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,147 ms,128 Mbps,16384 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,163 ms,136 Mbps,17510 kB/s
144.24.80.56,443,2603:c024:8:5677:6f45:947f:3e3a:1eb8,KR,Seoul,隧道,135 ms,126 Mbps,16179 kB/s
18.236.13.188,443,204.110.220.101,US,,隧道,53 ms,406 Mbps,52019 kB/s
144.24.74.51,443,144.24.74.51,KR,Seoul,中转,179 ms,126 Mbps,16179 kB/s
144.24.78.162,443,144.24.78.162,KR,Seoul,中转,139 ms,61 Mbps,7845 kB/s
152.67.44.30,443,152.67.44.30,BR,S
