中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
3.144.191.4,443,3.144.191.4,US,Chicago,中转,34 ms,676 Mbps,86528 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,25 ms,59 Mbps,7679 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,12 ms,753 Mbps,96460 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,105 ms,44 Mbps,5719 kB/s
150.136.87.192,443,150.136.87.192,US,Ashburn,中转,29 ms,68 Mbps,8731 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,94 ms,47 Mbps,6068 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,39 ms,557 Mbps,71372 kB/s
150.136.61.148,443,2603:c020:4009:349a:e5b2:21c2:5db7:b3d3,US,Ashburn,隧道,7 ms,86 Mbps,11059 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,40 ms,443 Mbps,56729 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,68 ms,307 Mbps,39321 kB/s
35.230.79.26,443,34.169.20.76,US,Seattle,隧道,120 ms,300 Mbps,38400 kB/s
152.67.233.64,443,2603:c024:c004:dd3f:333e:3245:d0f3:9f67,US,San Jose,隧道,82 ms,128 Mbps,16486 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,114 ms,242 Mbps,31027 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,95 ms,290 Mbps,37171 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,89 ms,362 Mbps,46387 kB/s
35.197.23.75,443,34.169.20.76,US,Seattle,隧道,86 ms,321 Mbps,41164 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,91 ms,266 Mbps,34099 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,71 ms,270 Mbps,34611 kB/s
138.3.254.39,443,138.3.254.39,,Frankfurt,中转,0 ms,214 Mbps,27443 kB/s
130.162.168.212,443,2a0b:21c0:1007:1cb:0:d15:bbac:6885,DE,Frankfurt,隧道,89 ms,117 Mbps,15052 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,85 ms,332 Mbps,42496 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,108 ms,277 Mbps,35532 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,99 ms,288 Mbps,36966 kB/s
8.211.54.130,443,8.211.54.130,DE,Frankfurt,中转,86 ms,30 Mbps,3848 kB/s
138.2.237.246,443,138.2.237.246,US,San Jose,中转,129 ms,49 Mbps,6327 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,111 ms,309 Mbps,39628 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,104 ms,261 Mbps,33484 kB/s
192.18.134.22,443,192.18.134.22,US,San Jose,中转,84 ms,282 Mbps,36147 kB/s
129.151.244.9,443,129.151.244.9,FR,Paris,中转,97 ms,235 Mbps,30105 kB/s
152.70.123.60,443,152.70.123.60,US,San Jose,中转,79 ms,47 Mbps,6134 kB/s
43.153.80.208,443,43.153.80.208,,colo.txt:San Jose,中转,0 ms,344 Mbps,44134 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,232 ms,86 Mbps,11059 kB/s
129.146.134.77,443,2a09:bac5:60ee:1173::1bd:fe,US,Los Angeles,隧道,84 ms,43 Mbps,5631 kB/s
129.153.126.67,443,2a09:bac5:60ec:78::c:38b,US,Los Angeles,隧道,70 ms,37 Mbps,4803 kB/s
143.47.252.43,443,2606:f240:f00:5a42:0:6cb6:6c70:717d,US,Frankfurt,隧道,112 ms,248 Mbps,31846 kB/s
130.162.184.173,443,130.162.184.173,GB,London,中转,78 ms,50 Mbps,6525 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,135 ms,247 Mbps,31641 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,99 ms,149 Mbps,19148 kB/s
129.151.148.35,443,2a09:bac5:12:25a::3c:14,AE,Dubai,隧道,193 ms,37 Mbps,4836 kB/s
150.230.44.13,443,150.230.44.13,US,San Jose,中转,91 ms,223 Mbps,28569 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,96 ms,76 Mbps,9748 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,218 ms,102 Mbps,13107 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,177 ms,100 Mbps,12902 kB/s
132.226.31.178,443,2a09:bac5:60eb:1173::1bd:ea,US,Los Angeles,隧道,70 ms,46 Mbps,6001 kB/s
141.147.97.106,443,2a0b:21c0:1007:1c7:0:259:5ea3:d783,DE,Frankfurt,隧道,104 ms,132 Mbps,16896 kB/s
152.67.44.30,443,152.67.44.30,BR,S
