中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,31 ms,904 Mbps,115712 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,17 ms,1856 Mbps,237568 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,45 ms,364 Mbps,46694 kB/s
35.197.23.75,443,34.82.236.30,US,Seattle,隧道,49 ms,880 Mbps,112640 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,25 ms,53 Mbps,6827 kB/s
35.230.79.26,443,34.82.236.30,US,Seattle,隧道,25 ms,864 Mbps,110592 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,21 ms,253 Mbps,32460 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,16 ms,11 Mbps,1455 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,60 ms,338 Mbps,43315 kB/s
129.146.46.164,443,129.146.46.164,,colo.txt:Los Angeles,中转,0 ms,400 Mbps,51302 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,49 ms,704 Mbps,90214 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,41 ms,692 Mbps,88576 kB/s
129.146.240.62,443,129.146.240.62,US,Los Angeles,中转,18 ms,424 Mbps,54272 kB/s
129.146.168.102,443,104.28.205.111,US,Los Angeles,隧道,18 ms,47 Mbps,6032 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,69 ms,517 Mbps,66252 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,72 ms,7 Mbps,970 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,18 ms,57 Mbps,7298 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,112 ms,195 Mbps,24985 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,54 ms,395 Mbps,50585 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,160 ms,111 Mbps,14233 kB/s
144.24.73.232,443,144.24.73.232,KR,Seoul,中转,129 ms,45 Mbps,5875 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,61 ms,144 Mbps,18432 kB/s
140.84.179.114,443,140.84.179.114,MX,Dallas,中转,93 ms,372 Mbps,47718 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,161 ms,112 Mbps,14438 kB/s
138.3.240.63,443,138.3.240.63,DE,Frankfurt,中转,158 ms,35 Mbps,4588 kB/s
155.248.187.211,443,155.248.187.211,JP,Tokyo,中转,168 ms,39 Mbps,5093 kB/s
168.138.162.187,443,2603:c024:4509:ba23:441b:bc2a:e30f:2c83,SG,Singapore,隧道,171 ms,39 Mbps,4998 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,161 ms,38 Mbps,4915 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,145 ms,46 Mbps,5905 kB/s
47.245.83.82,443,8.222.222.65,SG,Singapore,隧道,175 ms,87 Mbps,11161 kB/s
152.70.90.168,443,2603:c022:8004:1505::5,KR,Seoul,隧道,191 ms,120 Mbps,15462 kB/s
129.154.50.220,443,129.154.50.220,KR,Seoul,中转,129 ms,125 Mbps,16076 kB/s
138.2.66.92,443,138.2.66.92,SG,Singapore,中转,168 ms,104 Mbps,13312 kB/s
193.122.125.223,443,193.122.125.223,KR,Seoul,中转,133 ms,144 Mbps,18432 kB/s
138.2.123.70,443,138.2.123.70,KR,Seoul,中转,130 ms,148 Mbps,18944 kB/s
138.3.210.24,443,2603:c021:800d:a344:0:1::,JP,Tokyo,隧道,169 ms,100 Mbps,12902 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,151 ms,10 Mbps,1380 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,133 ms,118 Mbps,15155 kB/s
8.222.245.108,443,8.222.220.238,SG,Singapore,隧道,170 ms,99 Mbps,12697 kB/s
141.147.84.57,443,98.98.166.170,US,Frankfurt,隧道,157 ms,84 Mbps,10752 kB/s
146.56.101.141,443,146.56.101.141,KR,Seoul,中转,131 ms,39 Mbps,5070 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,129 ms,136 Mbps,17408 kB/s
158.101.141.78,443,158.101.141.78,JP,Tokyo,中转,167 ms,39 Mbps,5023 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,179 ms,6 Mbps,894 kB/s
8.222.128.248,443,47.236.1.53,SG,Singapore,隧道,170 ms,96 Mbps,12288 kB/s
8.219.237.166,443,8.222.207.55,SG,Singapore,隧道,170 ms,88 Mbps,11264 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,142 ms,68 Mbps,8824 kB/s
132.145.116.185,443,132.145.116.185,JP,Tokyo,中转,175 ms,38 Mbps,4909 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,141 ms,139 Mbps,17817 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,69 ms,35 Mbps,4606 kB/s
141.147.111.117,443,2606:f240:f00:83a7:0:3d8c:2f8:842,US,Frankfurt,隧道,155 ms,104 Mbps,13312 kB/s
143.47.225.238,443,2a0b:21c0:1007:1c7:0:5e51:a360:e66,DE,Frankfurt,隧道,192 ms,100 Mbps,12800 kB/s
8.219.79.79,443,8.222.207.55,SG,Singapore,隧道,261 ms,51 Mbps,6596 kB/s
130.162.144.191,443,2a09:bac1:3f00:90::22:119,KR,Seoul,隧道,134 ms,47 Mbps,6044 kB/s
8.219.206.194,443,8.222.220.238,SG,Singapore,隧道,174 ms,85 Mbps,10956 kB/s
130.162.52.206,443,2a0b:21c0:100a:1b0:0:cb7a:9c1e:4813,DE,Frankfurt,隧道,277 ms,115 Mbps,14745 kB/s
193.123.187.233,443,2a0b:21c0:100a:1b6:0:16b8:873c:519f,DE,Frankfurt,隧道,156 ms,92 Mbps,11878 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,161 ms,128 Mbps,16384 kB/s
8.222.248.214,443,8.222.220.238,SG,Singapore,隧道,171 ms,37 Mbps,4803 kB/s
8.222.165.104,443,8.222.165.104,SG,Singapore,中转,171 ms,0 Mbps,34 kB/s
144.21.33.173,443,2a0b:21c0:1007:1c9:0:c349:7923:a7ec,DE,Frankfurt,隧道,161 ms,114 Mbps,14643 kB/s
8.219.88.118,443,47.236.58.234,SG,Singapore,隧道,171 ms,96 Mbps,12288 kB/s
193.122.117.159,443,193.122.117.159,KR,Seoul,中转,157 ms,45 Mbps,5824 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,158 ms,18 Mbps,2360 kB/s
129.159.205.103,443,129.159.205.103,DE,Frankfurt,中转,159 ms,43 Mbps,5515 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,189 ms,110 Mbps,14131 kB/s
8.222.128.17,443,47.236.58.234,SG,Singapore,隧道,171 ms,90 Mbps,11571 kB/s
140.238.212.95,443,140.238.212.95,CH,Zurich,中转,165 ms,39 Mbps,4996 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,161 ms,41 Mbps,5288 kB/s
138.2.24.133,443,128.14.110.204,SG,Singapore,隧道,170 ms,95 Mbps,12185 kB/s
8.219.73.197,443,47.245.84.175,SG,Singapore,隧道,367 ms,90 Mbps,11571 kB/s
144.22.252.124,443,144.22.252.124,BR,São Paulo,中转,183 ms,74 Mbps,9572 kB/s
140.238.60.225,443,140.238.60.225,JP,Tokyo,中转,245 ms,73 Mbps,9388 kB/s
149.129.8.215,443,47.254.26.25,US,San Jose,隧道,161 ms,3 Mbps,427 kB/s
