中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
43.153.80.208,443,43.153.80.208,US,San Jose,中转,3 ms,1544 Mbps,197632 kB/s
129.146.46.164,443,129.146.46.164,,Los Angeles,中转,0 ms,356 Mbps,45568 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,4 ms,402 Mbps,51507 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,1 ms,920 Mbps,117760 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,16 ms,2912 Mbps,372736 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,11 ms,1560 Mbps,199680 kB/s
34.82.76.253,443,34.168.69.6,US,Seattle,隧道,34 ms,1008 Mbps,129024 kB/s
35.197.23.75,443,35.212.237.223,US,Seattle,隧道,28 ms,1008 Mbps,129024 kB/s
35.230.79.26,443,35.212.237.223,US,Seattle,隧道,42 ms,1088 Mbps,139264 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,122 ms,45 Mbps,5769 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,12 ms,673 Mbps,86220 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,64 ms,7 Mbps,951 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,64 ms,212 Mbps,27136 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,110 ms,210 Mbps,26931 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,111 ms,44 Mbps,5639 kB/s
8.219.201.245,443,47.245.114.12,SG,Singapore,隧道,170 ms,57 Mbps,7371 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,116 ms,51 Mbps,6608 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,158 ms,132 Mbps,16896 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,141 ms,46 Mbps,6009 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,139 ms,48 Mbps,6155 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,157 ms,45 Mbps,5861 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,185 ms,30 Mbps,3848 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,164 ms,124 Mbps,15974 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,181 ms,158 Mbps,20275 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,149 ms,45 Mbps,5761 kB/s
