中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
198.46.188.190,443,2a09:bac5:a5fa:7cd::c7:9,US,Buffalo,隧道,16 ms,94 Mbps,12083 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,49 ms,37 Mbps,4823 kB/s
132.145.152.194,443,132.145.152.194,US,Ashburn,中转,91 ms,1168 Mbps,149504 kB/s
5.161.50.246,443,5.161.50.246,US,Ashburn,中转,33 ms,1440 Mbps,184320 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,77 ms,327 Mbps,41881 kB/s
150.136.241.40,443,150.136.241.40,US,Ashburn,中转,22 ms,1064 Mbps,136192 kB/s
129.146.46.164,443,129.146.46.164,,Los Angeles,中转,0 ms,237 Mbps,30412 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,14 ms,396 Mbps,50790 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,32 ms,554 Mbps,70963 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,88 ms,210 Mbps,26931 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,41 ms,625 Mbps,80076 kB/s
35.197.23.75,443,34.168.165.202,US,Seattle,隧道,68 ms,309 Mbps,39628 kB/s
130.162.184.173,443,130.162.184.173,GB,London,中转,84 ms,44 Mbps,5656 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,68 ms,124 Mbps,15974 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,60 ms,410 Mbps,52531 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,86 ms,112 Mbps,14438 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,68 ms,306 Mbps,39219 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,81 ms,46 Mbps,5966 kB/s
144.21.51.110,443,144.21.51.110,GB,Brussels,中转,75 ms,279 Mbps,35737 kB/s
141.147.97.37,443,141.147.97.37,GB,London,中转,160 ms,286 Mbps,36659 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,90 ms,249 Mbps,31948 kB/s
8.211.47.216,443,2a0b:21c0:100a:1b1:0:1f7c:df21:86ff,DE,Frankfurt,隧道,86 ms,109 Mbps,14028 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,65 ms,331 Mbps,42393 kB/s
8.209.126.100,443,2a0b:21c0:100a:1b2:0:41ac:b3de:e8f,DE,Frankfurt,隧道,87 ms,133 Mbps,17100 kB/s
35.230.79.26,443,34.168.165.202,US,Seattle,隧道,73 ms,313 Mbps,40140 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,71 ms,292 Mbps,37478 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,37 ms,535 Mbps,68505 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,80 ms,45 Mbps,5886 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,176 ms,80 Mbps,10342 kB/s
132.145.66.113,443,2a0b:21c0:100a:1b5:0:ae7f:54d9:e1c7,DE,Frankfurt,隧道,93 ms,114 Mbps,14643 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,77 ms,288 Mbps,36864 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,68 ms,262 Mbps,33587 kB/s
