中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,19 ms,1104 Mbps,141312 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,16 ms,57 Mbps,7311 kB/s
168.138.90.241,443,168.138.90.241,CA,Montréal,中转,51 ms,30 Mbps,3954 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,26 ms,660 Mbps,84582 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,124 ms,212 Mbps,27136 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,58 ms,536 Mbps,68608 kB/s
35.197.23.75,443,35.212.227.11,US,Seattle,隧道,50 ms,538 Mbps,68915 kB/s
150.136.87.192,443,150.136.87.192,US,Ashburn,中转,38 ms,80 Mbps,10342 kB/s
34.82.76.253,443,34.83.158.48,US,Seattle,隧道,61 ms,510 Mbps,65331 kB/s
35.230.79.26,443,35.212.227.11,US,Seattle,隧道,61 ms,512 Mbps,65638 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,67 ms,432 Mbps,55398 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,49 ms,394 Mbps,50483 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,70 ms,254 Mbps,32563 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,73 ms,465 Mbps,59596 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,105 ms,214 Mbps,27443 kB/s
141.148.235.141,443,2a0b:21c0:1007:1ca:0:58a3:53cc:6586,DE,Frankfurt,隧道,112 ms,188 Mbps,24166 kB/s
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,58 ms,311 Mbps,39833 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,50 ms,2 Mbps,293 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,57 ms,496 Mbps,63488 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,35 ms,27 Mbps,3492 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,122 ms,37 Mbps,4803 kB/s
130.61.23.77,443,130.61.23.77,,colo.txt:Frankfurt,中转,0 ms,164 Mbps,20992 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,52 ms,39 Mbps,5116 kB/s
144.22.252.124,443,144.22.252.124,BR,S
