中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
47.253.152.99,443,47.253.152.99,US,Ashburn,中转,33 ms,514 Mbps,65843 kB/s
47.253.129.190,443,47.253.129.190,US,Ashburn,中转,39 ms,34 Mbps,4429 kB/s
158.178.147.110,443,2606:f240:f00:a683:0:1890:83b2:7b5b,US,Frankfurt,隧道,96 ms,214 Mbps,27443 kB/s
141.144.196.172,443,2a0b:21c0:100a:1b0:0:2e15:dae0:4676,DE,Frankfurt,隧道,99 ms,229 Mbps,29388 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,19 ms,620 Mbps,79462 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,64 ms,384 Mbps,49152 kB/s
35.230.79.26,443,35.212.251.233,US,Seattle,隧道,77 ms,316 Mbps,40550 kB/s
47.253.192.14,443,47.253.192.14,US,Ashburn,中转,17 ms,366 Mbps,46899 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,52 ms,631 Mbps,80793 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,91 ms,33 Mbps,4273 kB/s
35.197.23.75,443,35.212.251.233,US,Seattle,隧道,89 ms,336 Mbps,43110 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,118 ms,215 Mbps,27545 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,53 ms,59 Mbps,7619 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,65 ms,46 Mbps,5931 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,98 ms,212 Mbps,27136 kB/s
129.146.46.164,443,129.146.46.164,,colo.txt:Los Angeles,中转,0 ms,322 Mbps,41267 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,35 ms,407 Mbps,52121 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,79 ms,252 Mbps,32358 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,122 ms,236 Mbps,30310 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,94 ms,270 Mbps,34611 kB/s
152.67.251.232,443,152.67.251.232,US,San Jose,中转,78 ms,440 Mbps,56320 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,121 ms,64 Mbps,8231 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,86 ms,225 Mbps,28876 kB/s
158.101.209.49,443,2a0b:21c0:100a:1b2:0:b91a:75c:6976,DE,Frankfurt,隧道,105 ms,236 Mbps,30208 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,87 ms,284 Mbps,36352 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,77 ms,1 Mbps,249 kB/s
192.18.159.129,443,192.18.159.129,CA,Toronto,中转,29 ms,65 Mbps,8406 kB/s
144.24.53.45,443,144.24.53.45,US,Los Angeles,中转,72 ms,43 Mbps,5579 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,83 ms,324 Mbps,41472 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,90 ms,10 Mbps,1390 kB/s
130.162.217.245,443,98.98.166.182,US,Frankfurt,隧道,111 ms,217 Mbps,27852 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,76 ms,295 Mbps,37785 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,121 ms,224 Mbps,28774 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,97 ms,4 Mbps,595 kB/s
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,63 ms,378 Mbps,48435 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,207 ms,85 Mbps,10956 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,171 ms,136 Mbps,17510 kB/s
141.147.76.138,443,2a0b:21c0:100a:1f9:0:a2c9:52c0:7b4f,DE,Frankfurt,隧道,101 ms,120 Mbps,15360 kB/s
141.145.217.226,443,141.145.217.226,FR,Paris,中转,93 ms,51 Mbps,6639 kB/s
129.153.116.130,443,129.153.116.130,US,Los Angeles,中转,84 ms,7 Mbps,964 kB/s
