中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.139.160,443,192.9.139.160,US,San Jose,中转,18 ms,657 Mbps,84172 kB/s
184.169.181.217,443,184.169.181.217,US,Los Angeles,中转,29 ms,1016 Mbps,130048 kB/s
35.197.23.75,443,35.212.167.189,US,Seattle,隧道,37 ms,585 Mbps,74956 kB/s
35.230.79.26,443,35.212.167.189,US,Seattle,隧道,38 ms,576 Mbps,73728 kB/s
129.146.46.164,443,129.146.46.164,,colo.txt:Los Angeles,中转,0 ms,368 Mbps,47206 kB/s
34.82.76.253,443,34.105.33.19,US,Seattle,隧道,40 ms,513 Mbps,65740 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,35 ms,429 Mbps,54988 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,58 ms,6 Mbps,825 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,55 ms,410 Mbps,52531 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,117 ms,188 Mbps,24064 kB/s
158.101.130.149,443,158.101.129.206,JP,Tokyo,隧道,108 ms,176 Mbps,22630 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,118 ms,42 Mbps,5379 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,127 ms,43 Mbps,5511 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,143 ms,130 Mbps,16691 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,144 ms,132 Mbps,16998 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,135 ms,47 Mbps,6049 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,143 ms,179 Mbps,22937 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,142 ms,39 Mbps,4992 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,190 ms,46 Mbps,5950 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,184 ms,90 Mbps,11571 kB/s
47.57.13.107,443,8.212.22.44,HK,Hong Kong,隧道,166 ms,11 Mbps,1437 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,138 ms,40 Mbps,5152 kB/s
