中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,23 ms,579 Mbps,74137 kB/s
35.230.79.26,443,35.212.212.40,US,Seattle,隧道,69 ms,368 Mbps,47206 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,76 ms,364 Mbps,46694 kB/s
141.148.230.70,443,2606:f240:f00:5a42:0:bdb1:8803:9c16,DE,Frankfurt,隧道,91 ms,236 Mbps,30310 kB/s
35.197.23.75,443,35.212.212.40,US,Seattle,隧道,68 ms,234 Mbps,30003 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,74 ms,204 Mbps,26112 kB/s
34.82.76.253,443,34.169.31.209,US,Seattle,隧道,70 ms,341 Mbps,43724 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,89 ms,30 Mbps,3846 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,69 ms,357 Mbps,45772 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,99 ms,43 Mbps,5505 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,80 ms,252 Mbps,32256 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,97 ms,42 Mbps,5419 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,95 ms,48 Mbps,6259 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,93 ms,251 Mbps,32153 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,166 ms,100 Mbps,12902 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,167 ms,30 Mbps,3871 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,164 ms,3 Mbps,444 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,190 ms,38 Mbps,4974 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,230 ms,37 Mbps,4850 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,210 ms,40 Mbps,5197 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,239 ms,32 Mbps,4157 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,231 ms,68 Mbps,8706 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,293 ms,24 Mbps,3098 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,149 ms,0 Mbps,91 kB/s
150.230.217.106,443,2602:ffe4:407:20da:0:d4ea:ab53:f61a,SG,Singapore,隧道,457 ms,2 Mbps,288 kB/s
