中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,3 ms,71 Mbps,9155 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,13 ms,746 Mbps,95539 kB/s
35.230.79.26,443,35.212.212.40,US,Seattle,隧道,68 ms,309 Mbps,39628 kB/s
184.169.181.217,443,184.169.181.217,US,Seattle,中转,74 ms,360 Mbps,46080 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,75 ms,406 Mbps,52019 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,73 ms,236 Mbps,30208 kB/s
129.146.7.98,443,129.146.7.98,US,Phoenix,中转,54 ms,365 Mbps,46796 kB/s
35.197.23.75,443,35.212.212.40,US,Seattle,隧道,75 ms,356 Mbps,45670 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,71 ms,333 Mbps,42700 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,74 ms,294 Mbps,37683 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,92 ms,45 Mbps,5859 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,91 ms,268 Mbps,34406 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,77 ms,265 Mbps,33996 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,88 ms,42 Mbps,5437 kB/s
34.82.76.253,443,34.169.31.209,US,Seattle,隧道,70 ms,357 Mbps,45772 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,89 ms,42 Mbps,5401 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,166 ms,112 Mbps,14336 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,173 ms,37 Mbps,4739 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,179 ms,113 Mbps,14540 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,185 ms,38 Mbps,4924 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,203 ms,34 Mbps,4408 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,232 ms,8 Mbps,1115 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,213 ms,34 Mbps,4403 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,222 ms,33 Mbps,4280 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,244 ms,40 Mbps,5138 kB/s
152.70.89.238,443,2602:ffe4:407:21d9:0:9845:f2ac:7b83,SG,Singapore,隧道,271 ms,46 Mbps,5909 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,122 ms,0 Mbps,41 kB/s
168.138.216.146,443,2602:ffe4:407:21d9:0:7023:874c:9f2e,SG,Singapore,隧道,526 ms,1 Mbps,135 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,214 ms,0 Mbps,7 kB/s
