中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,2 ms,22 Mbps,2868 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,14 ms,611 Mbps,78233 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,11 ms,2 Mbps,349 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,58 ms,324 Mbps,41574 kB/s
35.230.79.26,443,35.212.212.40,US,Seattle,隧道,69 ms,352 Mbps,45158 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,74 ms,339 Mbps,43417 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,74 ms,380 Mbps,48742 kB/s
34.82.76.253,443,34.169.31.209,US,Seattle,隧道,71 ms,394 Mbps,50483 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,75 ms,214 Mbps,27443 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,91 ms,51 Mbps,6592 kB/s
35.197.23.75,443,35.212.212.40,US,Seattle,隧道,72 ms,410 Mbps,52531 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,76 ms,413 Mbps,52940 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,77 ms,291 Mbps,37273 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,78 ms,346 Mbps,44339 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,86 ms,46 Mbps,5898 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,93 ms,280 Mbps,35840 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,95 ms,48 Mbps,6201 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,168 ms,112 Mbps,14336 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,179 ms,37 Mbps,4810 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,181 ms,35 Mbps,4490 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,179 ms,42 Mbps,5493 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,177 ms,39 Mbps,5035 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,207 ms,32 Mbps,4157 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,212 ms,39 Mbps,5000 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,223 ms,5 Mbps,694 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,232 ms,32 Mbps,4105 kB/s
