中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.7.98,443,2a09:bac1:7680:e18::1bd:50,US,Los Angeles,隧道,52 ms,75 Mbps,9706 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,15 ms,896 Mbps,114688 kB/s
140.84.179.114,443,140.84.179.114,MX,Dallas,中转,77 ms,440 Mbps,56422 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,53 ms,345 Mbps,44236 kB/s
150.230.34.116,443,104.28.201.73,US,San Jose,隧道,52 ms,404 Mbps,51712 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,52 ms,400 Mbps,51200 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,52 ms,384 Mbps,49152 kB/s
35.230.79.26,443,34.169.47.4,US,Seattle,隧道,96 ms,416 Mbps,53350 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,12 ms,746 Mbps,95539 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,37 ms,533 Mbps,68300 kB/s
47.89.151.17,443,47.89.151.17,US,Ashburn,中转,80 ms,4 Mbps,628 kB/s
192.18.134.231,443,192.18.134.231,US,San Jose,中转,59 ms,354 Mbps,45363 kB/s
129.80.116.250,443,2603:c020:4008:16ca:19e9:40f5:b8a0:c008,US,Ashburn,隧道,29 ms,276 Mbps,35430 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,53 ms,417 Mbps,53452 kB/s
130.61.222.184,443,130.61.222.184,DE,Frankfurt,中转,110 ms,164 Mbps,21094 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,109 ms,179 Mbps,22937 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,55 ms,414 Mbps,53043 kB/s
35.197.23.75,443,34.169.47.4,US,Seattle,隧道,61 ms,403 Mbps,51609 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,61 ms,332 Mbps,42496 kB/s
129.159.34.122,443,129.159.34.122,US,San Jose,中转,60 ms,1 Mbps,174 kB/s
130.61.170.78,443,130.61.170.78,DE,Frankfurt,中转,109 ms,114 Mbps,14643 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,109 ms,184 Mbps,23654 kB/s
130.61.23.77,443,130.61.23.77,148 Mbps,18944 kB/s
130.61.23.77,,,隧道,0 ms,null Mbps,null kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,97 ms,193 Mbps,24780 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,145 ms,118 Mbps,15155 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,50 ms,408 Mbps,52224 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,109 ms,174 Mbps,22323 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,52 ms,388 Mbps,49664 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,113 ms,167 Mbps,21401 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,101 ms,42 Mbps,5457 kB/s
144.21.53.157,443,2603:c020:c005:8f7e:e75d:1445:1607:a7f3,GB,London,隧道,95 ms,175 Mbps,22425 kB/s
152.70.117.174,443,152.70.117.174,US,San Jose,中转,59 ms,419 Mbps,53657 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,104 ms,28 Mbps,3597 kB/s
152.67.131.96,443,2606:f240:f00:46c4:0:3354:62de:5889,US,Frankfurt,隧道,107 ms,109 Mbps,14028 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,134 ms,46 Mbps,5980 kB/s
