中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,11 ms,789 Mbps,101068 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,54 ms,410 Mbps,52531 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,17 ms,1096 Mbps,140288 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,18 ms,1168 Mbps,149504 kB/s
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,48 ms,523 Mbps,66969 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,50 ms,345 Mbps,44236 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,20 ms,73 Mbps,9381 kB/s
35.197.23.75,443,35.212.170.84,US,Seattle,隧道,51 ms,511 Mbps,65433 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,56 ms,476 Mbps,61030 kB/s
35.230.79.26,443,35.212.170.84,US,Seattle,隧道,48 ms,531 Mbps,67993 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,48 ms,504 Mbps,64512 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,109 ms,43 Mbps,5606 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,63 ms,343 Mbps,43929 kB/s
141.148.244.95,443,2a0b:21c0:100a:1b6:0:6e0c:32c7:4466,DE,Frankfurt,隧道,116 ms,204 Mbps,26112 kB/s
143.47.176.251,443,2a0b:21c0:100a:1b4:0:e627:4415:2a71,DE,Frankfurt,隧道,105 ms,180 Mbps,23040 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,115 ms,186 Mbps,23859 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,106 ms,188 Mbps,24166 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,127 ms,209 Mbps,26828 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,114 ms,35 Mbps,4530 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,117 ms,42 Mbps,5427 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,152 ms,129 Mbps,16588 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,160 ms,170 Mbps,21811 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,147 ms,33 Mbps,4346 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,154 ms,29 Mbps,3796 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,161 ms,15 Mbps,2035 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,182 ms,36 Mbps,4618 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,203 ms,35 Mbps,4598 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,201 ms,30 Mbps,3902 kB/s
149.129.8.215,443,47.254.87.121,US,San Jose,隧道,211 ms,0 Mbps,43 kB/s
8.219.95.212,443,47.84.40.188,SG,Singapore,隧道,288 ms,34 Mbps,4479 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,189 ms,1 Mbps,203 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,217 ms,0 Mbps,4 kB/s
47.57.233.126,443,47.89.252.205,US,San Jose,隧道,209 ms,0 Mbps,18 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,258 ms,0 Mbps,26 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,61 ms,303 Mbps,38809 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,109 ms,0 Mbps,62 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,1105 ms,186 Mbps,23859 kB/s
