中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.80.222.224,443,129.80.222.224,US,Ashburn,中转,15 ms,180 Mbps,23040 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,45 ms,696 Mbps,89190 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,62 ms,316 Mbps,40550 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,13 ms,792 Mbps,101478 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,111 ms,104 Mbps,13414 kB/s
129.146.60.210,443,129.146.60.210,US,Los Angeles,中转,49 ms,399 Mbps,51097 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,49 ms,48 Mbps,6229 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,51 ms,440 Mbps,56320 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,107 ms,187 Mbps,23961 kB/s
35.230.79.26,443,34.82.236.30,US,Seattle,隧道,49 ms,419 Mbps,53657 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,50 ms,320 Mbps,40960 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,16 ms,749 Mbps,95948 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,17 ms,51 Mbps,6645 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,53 ms,446 Mbps,57139 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,49 ms,49 Mbps,6331 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,49 ms,384 Mbps,49152 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,50 ms,28 Mbps,3686 kB/s
35.197.23.75,443,34.82.236.30,US,Seattle,隧道,54 ms,448 Mbps,57446 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,109 ms,184 Mbps,23654 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,53 ms,483 Mbps,61849 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,101 ms,46 Mbps,5908 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,65 ms,391 Mbps,50073 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,65 ms,47 Mbps,6076 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,100 ms,183 Mbps,23449 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,204 ms,124 Mbps,15872 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,111 ms,173 Mbps,22220 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,113 ms,170 Mbps,21811 kB/s
192.18.134.22,443,192.18.134.22,US,San Jose,中转,48 ms,416 Mbps,53350 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,58 ms,48 Mbps,6238 kB/s
150.136.87.192,443,150.136.87.192,US,Ashburn,中转,101 ms,84 Mbps,10752 kB/s
144.22.252.124,443,144.22.252.124,BR,São Paulo,中转,140 ms,124 Mbps,15974 kB/s
129.153.223.37,443,129.153.223.37,US,Los Angeles,中转,169 ms,416 Mbps,53350 kB/s
152.70.54.176,443,2a0b:21c0:1007:c8:0:9c59:d54a:f41f,DE,Frankfurt,隧道,108 ms,172 Mbps,22118 kB/s
144.21.58.197,443,163.123.193.23,DE,Frankfurt,隧道,108 ms,98 Mbps,12595 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,164 ms,91 Mbps,11673 kB/s
140.84.179.114,443,140.84.179.114,MX,Dallas,中转,57 ms,316 Mbps,40448 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,190 ms,28 Mbps,3680 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,126 ms,59 Mbps,7648 kB/s
193.123.182.218,443,2a0b:21c0:100a:1b4:0:a4b:1a5b:65ea,DE,Frankfurt,隧道,109 ms,96 Mbps,12288 kB/s
152.67.203.34,443,104.28.207.57,KR,Seoul,隧道,168 ms,104 Mbps,13414 kB/s
144.24.73.232,443,144.24.73.232,KR,Seoul,中转,166 ms,37 Mbps,4857 kB/s
140.238.212.95,443,140.238.212.95,CH,Zurich,中转,114 ms,50 Mbps,6431 kB/s
158.101.206.253,443,2a0b:21c0:1007:ca:0:68e2:78f2:5da2,DE,Frankfurt,隧道,120 ms,180 Mbps,23040 kB/s
47.90.141.204,443,91.149.239.206,US,Los Angeles,隧道,69 ms,8 Mbps,1147 kB/s
140.238.23.148,443,140.238.23.148,KR,Seoul,中转,191 ms,37 Mbps,4740 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,101 ms,61 Mbps,7872 kB/s
129.154.50.220,443,129.154.50.220,KR,Seoul,中转,164 ms,93 Mbps,11980 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,125 ms,41 Mbps,5306 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,101 ms,186 Mbps,23859 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,210 ms,2 Mbps,325 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,184 ms,93 Mbps,11980 kB/s
144.24.90.107,443,2603:c024:4:da6e:29b:6c99:385b:c051,KR,Seoul,隧道,169 ms,32 Mbps,4207 kB/s
141.147.154.214,443,141.147.154.214,JP,Osaka,中转,199 ms,34 Mbps,4405 kB/s
129.154.207.203,443,2a09:bac1:3f00:90::22:11b,KR,Seoul,隧道,194 ms,70 Mbps,9063 kB/s
141.147.40.199,443,2a0b:21c0:1007:1c7:0:7c2a:d9fa:165a,DE,Frankfurt,隧道,110 ms,164 Mbps,21094 kB/s
8.222.203.249,443,47.245.84.175,SG,Singapore,隧道,261 ms,44 Mbps,5710 kB/s
8.222.229.75,443,47.236.1.53,SG,Singapore,隧道,248 ms,56 Mbps,7284 kB/s
146.56.101.141,443,146.56.101.141,KR,Seoul,中转,174 ms,44 Mbps,5675 kB/s
8.219.96.119,443,47.245.125.52,SG,Singapore,隧道,248 ms,56 Mbps,7254 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,215 ms,74 Mbps,9544 kB/s
140.238.33.161,443,2603:c021:8002:900:4858:eede:fd8a:dd52,JP,Tokyo,隧道,212 ms,69 Mbps,8891 kB/s
8.212.44.95,443,47.76.21.93,HK,Hong Kong,隧道,210 ms,75 Mbps,9708 kB/s
129.154.60.48,443,129.154.60.48,KR,Seoul,中转,163 ms,101 Mbps,13004 kB/s
8.219.245.66,443,47.245.125.52,SG,Singapore,隧道,256 ms,48 Mbps,6206 kB/s
129.154.46.115,443,104.28.201.82,IN,Hyderabad,隧道,242 ms,34 Mbps,4408 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,217 ms,67 Mbps,8584 kB/s
8.222.228.144,443,47.245.125.52,SG,Singapore,隧道,253 ms,43 Mbps,5527 kB/s
8.219.145.231,443,8.222.210.246,SG,Singapore,隧道,281 ms,49 Mbps,6374 kB/s
129.154.59.99,443,129.154.59.99,KR,Seoul,中转,166 ms,10 Mbps,1390 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,214 ms,37 Mbps,4848 kB/s
150.230.196.248,443,150.230.196.248,JP,Tokyo,中转,207 ms,31 Mbps,4037 kB/s
8.219.9.49,443,8.222.236.107,SG,Singapore,隧道,251 ms,42 Mbps,5433 kB/s
8.219.146.174,443,47.245.84.175,SG,Singapore,隧道,251 ms,43 Mbps,5523 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,211 ms,10 Mbps,1403 kB/s
47.245.92.236,443,8.222.222.65,SG,Singapore,隧道,248 ms,56 Mbps,7292 kB/s
152.70.91.161,443,2602:ffe4:407:21d9:0:7a21:387:3ef0,SG,Singapore,隧道,263 ms,47 Mbps,6022 kB/s
8.219.61.121,443,8.222.210.246,SG,Singapore,隧道,248 ms,51 Mbps,6576 kB/s
138.2.123.70,443,138.2.123.70,KR,Seoul,中转,166 ms,100 Mbps,12800 kB/s
8.219.205.174,443,8.222.207.55,SG,Singapore,隧道,261 ms,54 Mbps,6925 kB/s
8.219.250.5,443,47.236.58.234,SG,Singapore,隧道,251 ms,51 Mbps,6565 kB/s
8.219.106.223,443,47.236.51.143,SG,Singapore,隧道,251 ms,51 Mbps,6611 kB/s
132.145.116.185,443,132.145.116.185,JP,Tokyo,中转,211 ms,32 Mbps,4142 kB/s
8.219.142.195,443,47.245.125.52,SG,Singapore,隧道,249 ms,53 Mbps,6838 kB/s
8.222.242.95,443,47.236.58.234,SG,Singapore,隧道,252 ms,49 Mbps,6347 kB/s
149.129.8.215,443,47.88.8.186,US,San Jose,隧道,201 ms,3 Mbps,426 kB/s
47.57.14.118,443,47.88.1.156,US,San Jose,隧道,475 ms,0 Mbps,35 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,50 ms,9 Mbps,1278 kB/s
141.145.217.226,443,141.145.217.226,FR,Paris,中转,97 ms,50 Mbps,6456 kB/s
152.70.90.168,443,2603:c022:8004:1505::5,KR,Seoul,隧道,192 ms,53 Mbps,6803 kB/s
132.145.64.218,443,2606:f240:f00:a683:0:933c:f63a:1034,US,Frankfurt,隧道,109 ms,177 Mbps,22732 kB/s
192.18.159.129,443,192.18.159.129,CA,Toronto,中转,41 ms,129 Mbps,16588 kB/s
192.9.158.188,443,2a09:bac5:6447:28::4:30d,US,San Jose,隧道,100 ms,155 Mbps,19865 kB/s
131.186.62.248,443,131.186.62.248,JP,Tokyo,中转,211 ms,64 Mbps,8218 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,103 ms,36 Mbps,4681 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,61 ms,272 Mbps,34816 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,109 ms,164 Mbps,20992 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,51 ms,47 Mbps,6143 kB/s
8.222.202.255,443,47.236.1.53,SG,Singapore,隧道,268 ms,30 Mbps,3956 kB/s
47.253.223.200,443,47.253.223.200,US,Ashburn,中转,63 ms,123 Mbps,15769 kB/s
141.147.184.160,443,141.147.184.160,JP,Tokyo,中转,359 ms,62 Mbps,8006 kB/s
158.180.89.73,443,2603:c024:e:6666::8888,KR,Seoul,隧道,164 ms,101 Mbps,13004 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,52 ms,420 Mbps,53862 kB/s
152.67.102.137,443,152.67.102.137,AU,Sydney,中转,189 ms,35 Mbps,4554 kB/s
152.70.49.115,443,152.70.49.115,NL,Amsterdam,中转,101 ms,37 Mbps,4748 kB/s
152.67.249.123,443,152.67.249.123,US,San Jose,中转,137 ms,140 Mbps,17920 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,259 ms,10 Mbps,1369 kB/s
8.219.211.59,443,8.222.220.238,SG,Singapore,隧道,251 ms,45 Mbps,5849 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,100 ms,61 Mbps,7868 kB/s
