中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,40 ms,468 Mbps,60006 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,36 ms,692 Mbps,88678 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,46 ms,333 Mbps,42700 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,26 ms,648 Mbps,83046 kB/s
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,37 ms,728 Mbps,93184 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,37 ms,635 Mbps,81305 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,27 ms,832 Mbps,106496 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,63 ms,356 Mbps,45568 kB/s
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,36 ms,690 Mbps,88371 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,42 ms,6 Mbps,800 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,130 ms,161 Mbps,20684 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,122 ms,202 Mbps,25907 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,129 ms,156 Mbps,20070 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,128 ms,43 Mbps,5584 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,138 ms,181 Mbps,23244 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,121 ms,44 Mbps,5665 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,131 ms,42 Mbps,5451 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,133 ms,44 Mbps,5633 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,137 ms,174 Mbps,22323 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,172 ms,40 Mbps,5127 kB/s
152.70.89.238,443,161.118.151.165,KR,Seoul,隧道,167 ms,90 Mbps,11571 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,192 ms,9 Mbps,1262 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,128 ms,43 Mbps,5570 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,168 ms,114 Mbps,14643 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,169 ms,34 Mbps,4422 kB/s
