中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,7 ms,2 Mbps,339 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,22 ms,715 Mbps,91545 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,64 ms,256 Mbps,32870 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,72 ms,303 Mbps,38809 kB/s
35.230.79.26,443,35.212.176.58,US,Seattle,隧道,69 ms,225 Mbps,28876 kB/s
34.82.76.253,443,34.169.66.96,US,Seattle,隧道,69 ms,324 Mbps,41574 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,63 ms,440 Mbps,56422 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,59 ms,332 Mbps,42598 kB/s
35.197.23.75,443,35.212.176.58,US,Seattle,隧道,70 ms,384 Mbps,49254 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,92 ms,285 Mbps,36556 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,93 ms,263 Mbps,33689 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,92 ms,255 Mbps,32665 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,90 ms,50 Mbps,6509 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,91 ms,50 Mbps,6464 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,167 ms,129 Mbps,16588 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,169 ms,18 Mbps,2306 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,168 ms,30 Mbps,3840 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,203 ms,14 Mbps,1801 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,240 ms,37 Mbps,4777 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,234 ms,6 Mbps,893 kB/s
