中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,166 ms,116 Mbps,14950 kB/s
34.82.76.253,443,34.83.158.48,US,Seattle,隧道,22 ms,920 Mbps,117760 kB/s
35.197.23.75,443,35.212.227.11,US,Seattle,隧道,26 ms,992 Mbps,126976 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,10 ms,1432 Mbps,183296 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,30 ms,357 Mbps,45772 kB/s
144.24.65.251,443,144.24.65.251,KR,Seoul,中转,153 ms,6 Mbps,891 kB/s
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,21 ms,734 Mbps,94003 kB/s
35.230.79.26,443,35.212.227.11,US,Seattle,隧道,40 ms,896 Mbps,114688 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,6 ms,808 Mbps,103424 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,61 ms,343 Mbps,43929 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,26 ms,660 Mbps,84480 kB/s
150.136.87.192,443,150.136.87.192,US,Ashburn,中转,68 ms,47 Mbps,6051 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,63 ms,415 Mbps,53145 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,35 ms,288 Mbps,36864 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,18 ms,44 Mbps,5705 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,140 ms,164 Mbps,20992 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,11 ms,37 Mbps,4763 kB/s
194.36.24.34,443,2a0f:5707:fa21::1,US,San Jose,隧道,39 ms,1256 Mbps,160768 kB/s
130.162.144.191,443,2a09:bac5:4753:155::22:133,KR,Seoul,隧道,137 ms,40 Mbps,5160 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,177 ms,41 Mbps,5256 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,93 ms,30 Mbps,3962 kB/s
152.67.251.232,443,152.67.251.232,US,San Jose,中转,8 ms,880 Mbps,112640 kB/s
150.230.44.13,443,150.230.44.13,US,San Jose,中转,21 ms,348 Mbps,44646 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,130 ms,221 Mbps,28364 kB/s
