中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,41 ms,578 Mbps,74035 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,32 ms,672 Mbps,86016 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,49 ms,328 Mbps,42086 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,39 ms,656 Mbps,83968 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,52 ms,464 Mbps,59392 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,49 ms,3 Mbps,411 kB/s
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,40 ms,572 Mbps,73216 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,38 ms,456 Mbps,58368 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,32 ms,824 Mbps,105472 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,43 ms,683 Mbps,87449 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,32 ms,428 Mbps,54784 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,131 ms,23 Mbps,3067 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,135 ms,154 Mbps,19763 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,135 ms,173 Mbps,22220 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,124 ms,236 Mbps,30310 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,138 ms,48 Mbps,6248 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,130 ms,49 Mbps,6278 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,134 ms,205 Mbps,26316 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,130 ms,48 Mbps,6147 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,171 ms,42 Mbps,5487 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,196 ms,32 Mbps,4187 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,141 ms,40 Mbps,5167 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,158 ms,132 Mbps,16896 kB/s
