中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,30 ms,72 Mbps,9302 kB/s
34.82.76.253,443,35.185.242.6,US,Seattle,隧道,26 ms,186 Mbps,23859 kB/s
184.169.181.217,443,184.169.181.217,US,Los Angeles,中转,5 ms,1072 Mbps,137216 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,3 ms,561 Mbps,71884 kB/s
35.230.79.26,443,35.212.218.41,US,Seattle,隧道,53 ms,984 Mbps,125952 kB/s
129.146.7.98,443,2a09:bac5:60ee:78::c:3a3,US,Los Angeles,隧道,23 ms,88 Mbps,11264 kB/s
35.197.23.75,443,35.212.218.41,US,Seattle,隧道,31 ms,824 Mbps,105472 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,8 ms,872 Mbps,111616 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,32 ms,652 Mbps,83558 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,70 ms,45 Mbps,5851 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,29 ms,310 Mbps,39731 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,70 ms,421 Mbps,53964 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,65 ms,180 Mbps,23142 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,128 ms,195 Mbps,24985 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,155 ms,107 Mbps,13721 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,151 ms,139 Mbps,17817 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,69 ms,16 Mbps,2129 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,182 ms,3 Mbps,385 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,161 ms,108 Mbps,13926 kB/s
130.162.144.191,443,2a09:bac5:4732:155::22:11a,KR,Seoul,隧道,147 ms,47 Mbps,6034 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,105 ms,51 Mbps,6596 kB/s
193.123.38.223,443,2606:f240:f00:6acf:0:b571:8b7a:fe54,US,Frankfurt,隧道,160 ms,121 Mbps,15564 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,111 ms,235 Mbps,30105 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,162 ms,32 Mbps,4187 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,142 ms,3 Mbps,507 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,204 ms,46 Mbps,5924 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,167 ms,181 Mbps,23244 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,159 ms,40 Mbps,5187 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:102,KR,Seoul,隧道,143 ms,143 Mbps,18329 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,178 ms,47 Mbps,6052 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,170 ms,43 Mbps,5597 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,Seattle,隧道,114 ms,172 Mbps,22118 kB/s
129.159.84.71,443,129.159.84.71,US,Newark,中转,130 ms,0 Mbps,73 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,227 ms,68 Mbps,8824 kB/s
158.101.217.62,443,2606:f240:f00:6acf:0:e91d:7cc8:58b5,US,Frankfurt,隧道,167 ms,99 Mbps,12697 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,169 ms,40 Mbps,5199 kB/s
143.47.182.90,443,2a0b:21c0:100a:1f9:0:6f3e:55bb:2a14,DE,Frankfurt,隧道,167 ms,128 Mbps,16384 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,162 ms,18 Mbps,2409 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,176 ms,119 Mbps,15257 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,178 ms,45 Mbps,5845 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,193 ms,19 Mbps,2500 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,169 ms,0 Mbps,20 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,147 ms,6 Mbps,782 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,177 ms,105 Mbps,13516 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,160 ms,40 Mbps,5217 kB/s
149.129.8.215,443,47.254.26.25,US,San Jose,隧道,174 ms,3 Mbps,465 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,159 ms,40 Mbps,5216 kB/s
47.57.233.126,443,47.254.17.16,US,San Jose,隧道,168 ms,2 Mbps,284 kB/s
193.123.80.245,443,193.123.80.245,AE,Paris,中转,280 ms,23 Mbps,2973 kB/s
