中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.230.79.26,443,35.212.251.233,US,Seattle,隧道,79 ms,356 Mbps,45670 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,29 ms,391 Mbps,50073 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,36 ms,644 Mbps,82432 kB/s
168.138.90.241,443,168.138.90.241,CA,Toronto,中转,37 ms,65 Mbps,8381 kB/s
35.197.23.75,443,35.212.251.233,US,Seattle,隧道,69 ms,367 Mbps,47001 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,100 ms,320 Mbps,41062 kB/s
150.136.87.192,443,150.136.87.192,US,Ashburn,中转,7 ms,84 Mbps,10752 kB/s
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,73 ms,430 Mbps,55091 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,83 ms,255 Mbps,32665 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,100 ms,224 Mbps,28672 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,46 ms,84 Mbps,10854 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,93 ms,225 Mbps,28876 kB/s
34.82.76.253,443,34.83.158.48,US,Seattle,隧道,74 ms,316 Mbps,40550 kB/s
158.101.208.175,443,2a0b:21c0:100a:1f9:0:1a3d:3a62:c2a9,DE,Frankfurt,隧道,98 ms,216 Mbps,27648 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,91 ms,232 Mbps,29696 kB/s
130.61.23.77,443,130.61.23.77,DE,123 Mbps,15769 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,85 ms,43 Mbps,5518 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,82 ms,248 Mbps,31846 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,25 ms,2 Mbps,267 kB/s
138.2.141.3,443,2606:f240:f00:2be4:0:aed0:c76a:4d34,US,Frankfurt,隧道,102 ms,253 Mbps,32460 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,95 ms,50 Mbps,6449 kB/s
138.2.176.198,443,2a0b:21c0:100a:1b3:0:ee35:dfc7:bc8a,DE,Frankfurt,隧道,110 ms,115 Mbps,14745 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,83 ms,384 Mbps,49254 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,200 ms,118 Mbps,15155 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,86 ms,295 Mbps,37785 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,110 ms,184 Mbps,23552 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,96 ms,239 Mbps,30617 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,14 ms,29 Mbps,3823 kB/s
144.22.252.124,443,144.22.252.124,BR,S
