中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,27 ms,696 Mbps,89088 kB/s
35.197.23.75,443,35.212.227.159,US,Seattle,隧道,50 ms,496 Mbps,63590 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,22 ms,61 Mbps,7845 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,48 ms,431 Mbps,55193 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,40 ms,503 Mbps,64409 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,63 ms,243 Mbps,31129 kB/s
34.82.76.253,443,34.169.31.209,US,Seattle,隧道,50 ms,433 Mbps,55500 kB/s
35.230.79.26,443,35.212.227.159,US,Seattle,隧道,53 ms,426 Mbps,54579 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,126 ms,180 Mbps,23142 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,127 ms,166 Mbps,21299 kB/s
141.144.198.61,443,2606:f240:f00:83a7:0:b900:851a:b2ee,DE,Frankfurt,隧道,120 ms,172 Mbps,22118 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,118 ms,43 Mbps,5597 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,142 ms,211 Mbps,27033 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,128 ms,46 Mbps,5907 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,118 ms,47 Mbps,6074 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,145 ms,156 Mbps,20070 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,132 ms,46 Mbps,5918 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,140 ms,43 Mbps,5562 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,147 ms,31 Mbps,4038 kB/s
184.169.181.217,443,184.169.181.217,US,London,中转,53 ms,112 Mbps,14336 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,166 ms,42 Mbps,5481 kB/s
129.146.209.97,443,129.146.209.97,US,Copenhagen,中转,53 ms,89 Mbps,11468 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,194 ms,12 Mbps,1648 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,178 ms,3 Mbps,428 kB/s
64.110.101.125,443,64.110.101.125,JP,Singapore,中转,151 ms,85 Mbps,10956 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,190 ms,36 Mbps,4733 kB/s
150.230.7.216,443,150.230.7.216,JP,Singapore,中转,150 ms,38 Mbps,4879 kB/s
129.146.7.98,443,129.146.7.98,US,Paris,中转,52 ms,107 Mbps,13721 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,208 ms,2 Mbps,380 kB/s
129.146.46.164,443,129.146.46.164,US,Copenhagen,中转,356 ms,84 Mbps,10752 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,164 ms,18 Mbps,2386 kB/s
129.159.84.71,443,129.159.84.71,US,Paris,中转,43 ms,2 Mbps,366 kB/s
