中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,56 ms,496 Mbps,63590 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,5 ms,63 Mbps,8178 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,78 ms,404 Mbps,51814 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,32 ms,42 Mbps,5462 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,27 ms,524 Mbps,67072 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,8 ms,764 Mbps,97792 kB/s
129.146.46.164,443,129.146.46.164,278 Mbps,35635 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,65 ms,355 Mbps,45465 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,74 ms,416 Mbps,53350 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,107 ms,234 Mbps,30003 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,95 ms,274 Mbps,35123 kB/s
35.230.79.26,443,35.212.215.237,US,Seattle,隧道,70 ms,364 Mbps,46592 kB/s
35.197.23.75,443,35.212.215.237,US,Seattle,隧道,86 ms,368 Mbps,47206 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,73 ms,164 Mbps,21094 kB/s
34.82.76.253,443,35.185.230.104,US,Seattle,隧道,90 ms,318 Mbps,40755 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,106 ms,47 Mbps,6087 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,83 ms,259 Mbps,33177 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,116 ms,213 Mbps,27340 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,100 ms,42 Mbps,5483 kB/s
47.90.141.204,443,91.149.239.206,US,Los Angeles,隧道,27 ms,2 Mbps,292 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,100 ms,220 Mbps,28262 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,75 ms,290 Mbps,37171 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,70 ms,484 Mbps,61952 kB/s
192.18.134.231,443,192.18.134.231,US,San Jose,中转,76 ms,317 Mbps,40652 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,95 ms,39 Mbps,5094 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,157 ms,132 Mbps,16896 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,95 ms,331 Mbps,42393 kB/s
158.101.212.88,443,2a0b:21c0:100a:1b5:0:1e4a:466a:4cf8,DE,Frankfurt,隧道,101 ms,121 Mbps,15564 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,192 ms,116 Mbps,14950 kB/s
168.138.149.17,443,168.138.149.17,BR,S
