中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.138.241,443,192.9.138.241,,colo.txt:San Jose,中转,0 ms,263 Mbps,33689 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,68 ms,239 Mbps,30617 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,33 ms,586 Mbps,75059 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,70 ms,308 Mbps,39424 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,91 ms,215 Mbps,27545 kB/s
138.3.254.39,443,138.3.254.39,200 Mbps,25600 kB/s
130.61.23.77,443,130.61.23.77,,colo.txt:Frankfurt,中转,0 ms,152 Mbps,19558 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,68 ms,284 Mbps,36352 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,120 ms,350 Mbps,44851 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,92 ms,243 Mbps,31129 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,,colo.txt:Los Angeles,隧道,0 ms,43 Mbps,5601 kB/s
193.123.37.117,443,2a0b:21c0:100a:1b0:0:74af:92d2:d26c,DE,Frankfurt,隧道,89 ms,131 Mbps,16793 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,17 ms,476 Mbps,61030 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,44 ms,708 Mbps,90726 kB/s
132.145.152.194,443,132.145.152.194,US,Ashburn,中转,82 ms,616 Mbps,78848 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,69 ms,308 Mbps,39526 kB/s
35.230.79.26,443,35.233.216.70,US,Seattle,隧道,73 ms,310 Mbps,39731 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,69 ms,63 Mbps,8117 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,83 ms,47 Mbps,6019 kB/s
150.136.121.64,443,2603:c020:4012:4388:c5e:f6e5:73e6:1535,US,Ashburn,隧道,54 ms,107 Mbps,13721 kB/s
18.216.55.100,443,18.216.55.100,US,Ashburn,中转,23 ms,339 Mbps,43417 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,132 ms,212 Mbps,27136 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,83 ms,46 Mbps,5913 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,81 ms,260 Mbps,33280 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,97 ms,2 Mbps,287 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,87 ms,256 Mbps,32768 kB/s
129.159.34.122,443,129.159.34.122,US,San Jose,中转,74 ms,2 Mbps,289 kB/s
34.82.76.253,443,35.233.242.94,US,Seattle,隧道,72 ms,296 Mbps,37888 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,77 ms,143 Mbps,18329 kB/s
35.197.23.75,443,35.233.216.70,US,Seattle,隧道,67 ms,301 Mbps,38604 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,69 ms,1 Mbps,187 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,63 ms,99 Mbps,12697 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,75 ms,39 Mbps,5004 kB/s
141.145.217.226,443,141.145.217.226,FR,Paris,中转,86 ms,18 Mbps,2316 kB/s
155.248.202.141,443,155.248.202.141,US,San Jose,中转,75 ms,41 Mbps,5301 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,96 ms,115 Mbps,14745 kB/s
47.251.108.178,443,47.251.108.178,US,San Jose,中转,70 ms,45 Mbps,5791 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,87 ms,229 Mbps,29388 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,267 ms,92 Mbps,11776 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,96 ms,196 Mbps,25088 kB/s
152.67.65.201,443,152.67.65.201,CH,Zurich,中转,102 ms,39 Mbps,5049 kB/s
130.61.170.78,443,130.61.170.78,DE,Frankfurt,中转,89 ms,89 Mbps,11468 kB/s
146.56.161.229,443,146.56.161.229,KR,Seoul,中转,194 ms,74 Mbps,9588 kB/s
146.56.101.141,443,146.56.101.141,KR,Seoul,中转,191 ms,32 Mbps,4201 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,77 ms,1 Mbps,246 kB/s
141.144.199.182,443,2606:f240:f00:dd8d:0:478c:c1ff:5e78,US,Düsseldorf,隧道,90 ms,123 Mbps,15769 kB/s
144.24.189.179,443,2606:f240:f00:b2ed:0:e037:df5:c9c0,US,Frankfurt,隧道,88 ms,137 Mbps,17612 kB/s
152.67.44.30,443,152.67.44.30,BR,S
