中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,85 ms,218 Mbps,27955 kB/s
129.146.46.164,443,129.146.46.164,,colo.txt:Los Angeles,中转,0 ms,274 Mbps,35123 kB/s
141.147.88.123,443,2606:f240:f00:46c4:0:9996:43c2:e32b,US,Frankfurt,隧道,97 ms,114 Mbps,14643 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,25 ms,518 Mbps,66355 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,36 ms,512 Mbps,65638 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,68 ms,264 Mbps,33894 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,73 ms,304 Mbps,38912 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,85 ms,43 Mbps,5614 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,100 ms,248 Mbps,31744 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,22 ms,609 Mbps,78028 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,85 ms,47 Mbps,6038 kB/s
192.9.138.241,443,192.9.138.241,,colo.txt:San Jose,中转,0 ms,297 Mbps,38092 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,35 ms,64 Mbps,8272 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,85 ms,47 Mbps,6126 kB/s
193.123.34.7,443,2a0b:21c0:100a:1b2:0:4445:30ae:928e,DE,Frankfurt,隧道,92 ms,124 Mbps,15872 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,153 ms,296 Mbps,37888 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,93 ms,222 Mbps,28467 kB/s
130.61.39.13,443,2603:c020:801c:9969:5536:e049:b1aa:bdf2,DE,Frankfurt,隧道,94 ms,212 Mbps,27238 kB/s
35.230.79.26,443,34.82.236.30,US,Seattle,隧道,73 ms,288 Mbps,36864 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,95 ms,203 Mbps,26009 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,85 ms,229 Mbps,29388 kB/s
141.147.15.114,443,2a0b:21c0:1007:1c7:0:d8a7:9939:c02,DE,Frankfurt,隧道,93 ms,223 Mbps,28569 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,90 ms,232 Mbps,29798 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,101 ms,374 Mbps,47923 kB/s
47.90.141.204,443,91.149.239.122,US,Los Angeles,隧道,35 ms,30 Mbps,3966 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,93 ms,201 Mbps,25804 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,86 ms,31 Mbps,3972 kB/s
130.162.228.90,443,130.162.228.90,DE,Frankfurt,中转,178 ms,44 Mbps,5639 kB/s
141.147.28.1,443,98.98.166.178,US,Frankfurt,隧道,95 ms,210 Mbps,26931 kB/s
193.123.39.134,443,2a0b:21c0:1007:1ca:0:f91a:c46:2373,DE,Frankfurt,隧道,94 ms,212 Mbps,27238 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,132 ms,27 Mbps,3561 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,86 ms,225 Mbps,28876 kB/s
158.101.220.67,443,2a0b:21c0:100a:1b2:0:33a8:c4c4:8247,DE,Frankfurt,隧道,96 ms,203 Mbps,26009 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,104 ms,81 Mbps,10444 kB/s
35.197.23.75,443,34.82.236.30,US,Seattle,隧道,73 ms,318 Mbps,40755 kB/s
141.145.217.226,443,141.145.217.226,FR,Paris,中转,109 ms,53 Mbps,6822 kB/s
150.230.44.13,443,150.230.44.13,US,San Jose,中转,72 ms,270 Mbps,34611 kB/s
150.230.112.222,443,2a0b:21c0:100a:1f9:0:d7a9:7aa1:6a8,DE,Frankfurt,隧道,98 ms,226 Mbps,28979 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,161 ms,115 Mbps,14745 kB/s
193.123.177.168,443,2a0b:21c0:1007:cb:0:3725:30cf:9879,DE,Frankfurt,隧道,99 ms,173 Mbps,22220 kB/s
152.70.49.115,443,152.70.49.115,NL,Amsterdam,中转,100 ms,29 Mbps,3723 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,197 ms,80 Mbps,10342 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,93 ms,203 Mbps,26009 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,77 ms,240 Mbps,30822 kB/s
144.22.252.124,443,144.22.252.124,BR,S
