中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
184.169.181.217,443,184.169.181.217,US,San Jose,中转,3 ms,2208 Mbps,282624 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,2 ms,647 Mbps,82841 kB/s
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,25 ms,984 Mbps,125952 kB/s
35.230.79.26,443,35.212.220.140,US,Seattle,隧道,35 ms,856 Mbps,109568 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,20 ms,856 Mbps,109568 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,3 ms,1848 Mbps,236544 kB/s
35.197.23.75,443,35.212.220.140,US,Seattle,隧道,49 ms,808 Mbps,103424 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,30 ms,460 Mbps,58982 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,18 ms,1744 Mbps,223232 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,25 ms,566 Mbps,72499 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,85 ms,314 Mbps,40243 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,78 ms,300 Mbps,38502 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,74 ms,324 Mbps,41574 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,106 ms,213 Mbps,27340 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,127 ms,45 Mbps,5798 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,121 ms,45 Mbps,5844 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,159 ms,116 Mbps,14950 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,173 ms,95 Mbps,12185 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,165 ms,133 Mbps,17100 kB/s
131.186.33.175,443,2602:ffe4:407:20da:0:817e:89bc:6bf7,SG,Singapore,隧道,173 ms,91 Mbps,11673 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,157 ms,120 Mbps,15462 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,177 ms,3 Mbps,400 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,176 ms,35 Mbps,4588 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,146 ms,38 Mbps,4872 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,137 ms,41 Mbps,5307 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,160 ms,39 Mbps,5042 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,170 ms,104 Mbps,13414 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,159 ms,139 Mbps,17817 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,135 ms,119 Mbps,15257 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,174 ms,3 Mbps,403 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,223 ms,31 Mbps,4094 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,195 ms,41 Mbps,5257 kB/s
146.56.171.110,443,2602:ffe4:407:20d9:0:41ae:85b1:b72f,SG,Singapore,隧道,222 ms,70 Mbps,9080 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,138 ms,36 Mbps,4671 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,205 ms,46 Mbps,5902 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,327 ms,0 Mbps,10 kB/s
