中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
198.46.188.190,443,2a09:bac1:76a0:118::c7:9,US,Buffalo,隧道,20 ms,95 Mbps,12185 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,74 ms,239 Mbps,30617 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,164 ms,728 Mbps,93184 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,58 ms,26 Mbps,3409 kB/s
107.172.98.6,443,107.172.98.6,US,San Jose,中转,67 ms,316 Mbps,40550 kB/s
150.136.241.40,443,150.136.241.40,US,Ashburn,中转,33 ms,684 Mbps,87654 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,70 ms,326 Mbps,41779 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,65 ms,321 Mbps,41164 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,37 ms,552 Mbps,70758 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,85 ms,298 Mbps,38195 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,91 ms,280 Mbps,35840 kB/s
35.230.79.26,443,34.168.165.202,US,Seattle,隧道,87 ms,321 Mbps,41164 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,71 ms,28 Mbps,3620 kB/s
168.138.71.220,443,168.138.71.220,CA,Montréal,中转,85 ms,67 Mbps,8578 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,91 ms,201 Mbps,25804 kB/s
47.90.141.204,443,91.149.239.234,US,Los Angeles,隧道,97 ms,4 Mbps,568 kB/s
35.202.158.120,443,35.202.158.120,US,Dallas,中转,39 ms,577 Mbps,73932 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,25 ms,480 Mbps,61542 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,69 ms,320 Mbps,41062 kB/s
35.197.23.75,443,34.168.165.202,US,Seattle,隧道,69 ms,304 Mbps,39014 kB/s
152.67.233.64,443,2603:c024:c004:dd3f:333e:3245:d0f3:9f67,US,San Jose,隧道,197 ms,111 Mbps,14233 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,65 ms,244 Mbps,31232 kB/s
129.153.119.97,443,129.153.119.97,US,Los Angeles,中转,67 ms,43 Mbps,5581 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,93 ms,240 Mbps,30720 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,90 ms,51 Mbps,6600 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,162 ms,293 Mbps,37580 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,90 ms,224 Mbps,28672 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,102 ms,49 Mbps,6337 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,74 ms,49 Mbps,6388 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,113 ms,242 Mbps,31027 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,92 ms,197 Mbps,25292 kB/s
150.230.122.228,443,2a0b:21c0:100a:1b3:0:3338:b57b:70d3,DE,Frankfurt,隧道,101 ms,129 Mbps,16588 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,92 ms,225 Mbps,28876 kB/s
138.2.180.100,443,2a0b:21c0:100a:1f9:0:5ad1:8ce6:9a6b,DE,Frankfurt,隧道,91 ms,127 Mbps,16281 kB/s
129.146.220.190,443,2603:c020:b:c87e:e94d:56e:f44a:60ac,US,Los Angeles,隧道,67 ms,81 Mbps,10444 kB/s
204.216.218.114,443,204.216.218.114,IT,Milan,中转,97 ms,45 Mbps,5775 kB/s
144.22.252.124,443,144.22.252.124,BR,S
