中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
184.169.181.217,443,184.169.181.217,US,San Jose,中转,4 ms,1656 Mbps,211968 kB/s
129.146.46.164,443,129.146.46.164,344 Mbps,44032 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,32 ms,471 Mbps,60313 kB/s
35.197.23.75,443,35.212.226.106,US,Seattle,隧道,25 ms,763 Mbps,97689 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,13 ms,794 Mbps,101683 kB/s
34.82.76.253,443,34.105.52.138,US,Seattle,隧道,28 ms,663 Mbps,84889 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,25 ms,632 Mbps,80998 kB/s
35.230.79.26,443,35.212.226.106,US,Seattle,隧道,26 ms,757 Mbps,96972 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,73 ms,334 Mbps,42803 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,71 ms,7 Mbps,954 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,74 ms,49 Mbps,6307 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,131 ms,201 Mbps,25804 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,114 ms,30 Mbps,3939 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,122 ms,78 Mbps,10035 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,173 ms,23 Mbps,3054 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,135 ms,41 Mbps,5312 kB/s
152.70.52.84,443,2606:f240:f00:46c4:0:9c6c:20f9:57ea,US,Frankfurt,隧道,149 ms,116 Mbps,14950 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,117 ms,44 Mbps,5701 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,158 ms,112 Mbps,14336 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,172 ms,42 Mbps,5440 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,168 ms,100 Mbps,12902 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,163 ms,131 Mbps,16793 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,165 ms,41 Mbps,5327 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,167 ms,39 Mbps,5059 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,158 ms,0 Mbps,28 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,160 ms,38 Mbps,4872 kB/s
143.47.176.251,443,163.123.193.24,DE,Frankfurt,隧道,181 ms,148 Mbps,18944 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,131 ms,149 Mbps,19148 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,180 ms,40 Mbps,5165 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,1050 ms,281 Mbps,36044 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,1204 ms,2 Mbps,304 kB/s
