中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.230.79.26,443,35.212.162.172,US,Seattle,隧道,54 ms,494 Mbps,63283 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,38 ms,502 Mbps,64307 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,23 ms,650 Mbps,83251 kB/s
35.197.23.75,443,35.212.162.172,US,Seattle,隧道,54 ms,435 Mbps,55705 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,48 ms,500 Mbps,64102 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,29 ms,15 Mbps,2036 kB/s
34.82.76.253,443,34.168.231.76,US,Seattle,隧道,49 ms,390 Mbps,49971 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,38 ms,514 Mbps,65843 kB/s
129.146.209.97,443,129.146.209.97,US,Miami,中转,50 ms,270 Mbps,34611 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,31 ms,648 Mbps,82944 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,124 ms,181 Mbps,23244 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,62 ms,363 Mbps,46489 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,113 ms,228 Mbps,29286 kB/s
143.47.176.251,443,2a0b:21c0:1007:1c9:0:c3db:6fbd:c07e,DE,Frankfurt,隧道,123 ms,179 Mbps,22937 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,124 ms,157 Mbps,20172 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,145 ms,44 Mbps,5711 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,131 ms,48 Mbps,6250 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,139 ms,158 Mbps,20275 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,129 ms,35 Mbps,4555 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,129 ms,158 Mbps,20275 kB/s
152.70.52.84,443,2a0b:21c0:1007:1ca:0:ff92:92e2:5000,DE,Frankfurt,隧道,128 ms,184 Mbps,23552 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,137 ms,3 Mbps,511 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,116 ms,45 Mbps,5784 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,142 ms,42 Mbps,5446 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,176 ms,36 Mbps,4708 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,162 ms,102 Mbps,13107 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,148 ms,39 Mbps,5112 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,203 ms,2 Mbps,317 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,129 ms,40 Mbps,5212 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,183 ms,36 Mbps,4671 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,198 ms,32 Mbps,4196 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,267 ms,23 Mbps,3012 kB/s
149.129.8.215,443,47.88.8.186,US,San Jose,隧道,209 ms,3 Mbps,469 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,121 ms,0 Mbps,41 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,193 ms,7 Mbps,1004 kB/s
47.57.233.126,443,47.89.252.205,US,San Jose,隧道,190 ms,2 Mbps,341 kB/s
193.123.80.245,443,193.123.80.245,AE,Paris,中转,224 ms,34 Mbps,4388 kB/s
