中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.139.160,443,192.9.139.160,US,San Jose,中转,72 ms,435 Mbps,55705 kB/s
34.82.76.253,443,34.168.86.105,US,Seattle,隧道,56 ms,524 Mbps,67072 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,114 ms,184 Mbps,23552 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,72 ms,220 Mbps,28160 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,54 ms,381 Mbps,48844 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,126 ms,21 Mbps,2713 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,21 ms,420 Mbps,53862 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,19 ms,62 Mbps,8017 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,30 ms,749 Mbps,95948 kB/s
35.197.23.75,443,35.212.161.210,US,Seattle,隧道,60 ms,472 Mbps,60518 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,50 ms,559 Mbps,71577 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,108 ms,208 Mbps,26726 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,27 ms,4 Mbps,541 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,73 ms,392 Mbps,50278 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,113 ms,252 Mbps,32358 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,56 ms,325 Mbps,41676 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,55 ms,571 Mbps,73113 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,130 ms,43 Mbps,5528 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,104 ms,41 Mbps,5348 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,70 ms,356 Mbps,45670 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,61 ms,420 Mbps,53862 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,152 ms,124 Mbps,15974 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,122 ms,250 Mbps,32051 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,106 ms,53 Mbps,6788 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,109 ms,46 Mbps,5998 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,125 ms,48 Mbps,6258 kB/s
141.148.224.54,443,2a0b:21c0:1007:cb:0:d7de:baca:b573,DE,Frankfurt,隧道,115 ms,212 Mbps,27136 kB/s
150.230.107.89,443,2607:a400:a:16b:0:e28f:560e:12a7,US,Los Angeles,隧道,162 ms,129 Mbps,16588 kB/s
158.101.201.244,443,98.98.166.58,US,Frankfurt,隧道,127 ms,220 Mbps,28262 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,125 ms,207 Mbps,26521 kB/s
141.147.49.215,443,2a0b:21c0:100a:1b3:0:c942:68bb:1c25,DE,Frankfurt,隧道,132 ms,200 Mbps,25600 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,155 ms,168 Mbps,21606 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,187 ms,48 Mbps,6186 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,126 ms,46 Mbps,5902 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,171 ms,156 Mbps,19968 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,182 ms,100 Mbps,12800 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,236 ms,84 Mbps,10854 kB/s
130.162.144.191,443,2a09:bac5:4734:155::22:13d,KR,Seoul,隧道,217 ms,37 Mbps,4845 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,217 ms,7 Mbps,966 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,133 ms,21 Mbps,2744 kB/s
