中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,31 ms,328 Mbps,42086 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,20 ms,663 Mbps,84889 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,34 ms,652 Mbps,83558 kB/s
35.197.23.75,443,34.169.47.4,US,Seattle,隧道,30 ms,920 Mbps,117760 kB/s
150.230.34.116,443,104.28.201.73,US,San Jose,隧道,44 ms,378 Mbps,48435 kB/s
192.9.138.241,443,192.9.138.241,US,976 Mbps,124928 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,105 ms,197 Mbps,25292 kB/s
152.70.117.174,443,152.70.117.174,US,San Jose,中转,34 ms,1152 Mbps,147456 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,61 ms,336 Mbps,43008 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,3 ms,1472 Mbps,188416 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,60 ms,366 Mbps,46899 kB/s
129.153.223.37,443,129.153.223.37,US,Los Angeles,中转,19 ms,936 Mbps,119808 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,150 ms,38 Mbps,4900 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,146 ms,108 Mbps,13824 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,19 ms,1400 Mbps,179200 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,141 ms,139 Mbps,17817 kB/s
140.238.28.86,443,140.238.28.86,KR,Seoul,中转,133 ms,124 Mbps,15974 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,53 ms,172 Mbps,22016 kB/s
152.70.232.151,443,152.70.232.151,KR,Seoul,中转,133 ms,27 Mbps,3566 kB/s
64.110.108.118,443,64.110.108.118,JP,Osaka,中转,170 ms,37 Mbps,4853 kB/s
