中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
184.169.181.217,443,184.169.181.217,US,San Jose,中转,67 ms,368 Mbps,47206 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,32 ms,417 Mbps,53452 kB/s
47.253.161.22,443,47.253.161.22,US,Ashburn,中转,6 ms,601 Mbps,77004 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,22 ms,4 Mbps,631 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,44 ms,662 Mbps,84787 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,98 ms,260 Mbps,33280 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,15 ms,44 Mbps,5659 kB/s
35.230.79.26,443,35.212.231.200,US,Seattle,隧道,83 ms,396 Mbps,50790 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,113 ms,242 Mbps,31027 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,44 ms,505 Mbps,64716 kB/s
34.82.76.253,443,104.198.8.26,US,Seattle,隧道,101 ms,358 Mbps,45875 kB/s
168.138.90.241,443,168.138.90.241,CA,Montréal,中转,32 ms,42 Mbps,5445 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,110 ms,232 Mbps,29696 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,136 ms,43 Mbps,5527 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,5 ms,62 Mbps,7993 kB/s
35.197.23.75,443,35.212.231.200,US,Seattle,隧道,87 ms,328 Mbps,42086 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,99 ms,228 Mbps,29184 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,95 ms,217 Mbps,27852 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,100 ms,313 Mbps,40140 kB/s
130.162.244.150,443,2a0b:21c0:1007:c7:0:bac9:6027:7e61,DE,Frankfurt,隧道,110 ms,275 Mbps,35225 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,96 ms,309 Mbps,39628 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,117 ms,242 Mbps,31027 kB/s
158.101.24.17,443,158.101.24.17,US,Los Angeles,中转,96 ms,46 Mbps,6005 kB/s
130.61.169.24,443,130.61.169.24,DE,Frankfurt,中转,101 ms,248 Mbps,31744 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,178 ms,129 Mbps,16588 kB/s
144.21.51.0,443,2a0b:21c0:1007:1c7:0:6dfd:c957:deda,DE,Frankfurt,隧道,127 ms,123 Mbps,15769 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,63 ms,5 Mbps,685 kB/s
152.67.251.232,443,152.67.251.232,US,San Jose,中转,81 ms,439 Mbps,56217 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,94 ms,41 Mbps,5278 kB/s
130.61.23.77,443,130.61.23.77,174 Mbps,22323 kB/s
141.148.239.46,443,2606:f240:f00:46c4:0:1222:ba6f:8277,US,Frankfurt,隧道,98 ms,132 Mbps,16896 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,22 ms,27 Mbps,3530 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,134 ms,74 Mbps,9524 kB/s
144.22.252.124,443,144.22.252.124,BR,S
