中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
184.169.181.217,443,184.169.181.217,US,San Jose,中转,17 ms,2272 Mbps,290816 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,53 ms,415 Mbps,53145 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,20 ms,73 Mbps,9351 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,62 ms,682 Mbps,87347 kB/s
192.9.158.188,443,2a09:bac5:6442:1246::1d2:5b,US,San Jose,隧道,25 ms,232 Mbps,29798 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,81 ms,6 Mbps,864 kB/s
129.146.168.102,443,104.28.205.110,US,Los Angeles,隧道,18 ms,53 Mbps,6879 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,47 ms,756 Mbps,96870 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,13 ms,2 Mbps,261 kB/s
144.24.78.162,443,144.24.78.162,KR,Seoul,中转,180 ms,72 Mbps,9264 kB/s
140.238.60.225,443,140.238.60.225,JP,Tokyo,中转,150 ms,108 Mbps,13926 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,62 ms,696 Mbps,89190 kB/s
35.197.23.75,443,34.82.236.30,US,Seattle,隧道,56 ms,832 Mbps,106496 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,61 ms,208 Mbps,26624 kB/s
35.230.79.26,443,34.82.236.30,US,Seattle,隧道,45 ms,872 Mbps,111616 kB/s
141.144.203.197,443,2a0b:21c0:1007:1c7:0:f896:7a81:2719,DE,Frankfurt,隧道,157 ms,115 Mbps,14745 kB/s
150.230.44.13,443,150.230.44.13,US,San Jose,中转,245 ms,389 Mbps,49868 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,127 ms,44 Mbps,5675 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,60 ms,370 Mbps,47411 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,153 ms,39 Mbps,5103 kB/s
140.84.179.114,443,140.84.179.114,MX,Dallas,中转,56 ms,383 Mbps,49049 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,105 ms,185 Mbps,23756 kB/s
193.122.107.147,443,193.122.107.147,KR,Seoul,中转,137 ms,13 Mbps,1710 kB/s
8.219.69.119,443,8.222.222.65,SG,Singapore,隧道,171 ms,84 Mbps,10752 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,129 ms,125 Mbps,16076 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,66 ms,43 Mbps,5604 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,202 ms,92 Mbps,11776 kB/s
141.144.194.57,443,2606:f240:f00:2be4:0:db58:ea05:f821,US,Frankfurt,隧道,158 ms,92 Mbps,11878 kB/s
152.70.90.168,443,2603:c022:8004:1505::5,KR,Seoul,隧道,133 ms,119 Mbps,15257 kB/s
129.80.222.224,443,129.80.222.224,US,Ashburn,中转,202 ms,224 Mbps,28672 kB/s
8.222.147.176,443,47.236.1.53,SG,Singapore,隧道,170 ms,69 Mbps,8919 kB/s
193.123.38.126,443,2a0b:21c0:1007:1c9:0:284:d363:c9a1,DE,Frankfurt,隧道,157 ms,119 Mbps,15257 kB/s
8.222.203.242,443,47.245.125.52,SG,Singapore,隧道,171 ms,96 Mbps,12390 kB/s
130.162.144.191,443,2a09:bac1:3f60:90::20b:3f,KR,Seoul,隧道,138 ms,40 Mbps,5155 kB/s
141.147.40.199,443,2a0b:21c0:1007:1c7:0:7c2a:d9fa:165a,DE,Frankfurt,隧道,160 ms,101 Mbps,13004 kB/s
47.245.91.168,443,8.222.210.246,SG,Singapore,隧道,181 ms,50 Mbps,6472 kB/s
138.2.123.70,443,138.2.123.70,KR,Seoul,中转,129 ms,142 Mbps,18227 kB/s
158.180.65.145,443,2603:c024:e:6666::6666,KR,Seoul,隧道,204 ms,34 Mbps,4421 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,172 ms,115 Mbps,14745 kB/s
8.222.215.131,443,8.222.210.246,SG,Singapore,隧道,175 ms,100 Mbps,12800 kB/s
8.209.217.106,443,8.209.217.106,JP,Tokyo,中转,106 ms,3 Mbps,415 kB/s
141.147.184.160,443,141.147.184.160,JP,Tokyo,中转,152 ms,115 Mbps,14745 kB/s
