中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.18.130.65,443,192.18.130.65,US,San Jose,中转,21 ms,781 Mbps,100044 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,30 ms,1096 Mbps,140288 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,44 ms,356 Mbps,45568 kB/s
34.82.76.253,443,34.83.158.48,US,Seattle,隧道,49 ms,549 Mbps,70348 kB/s
35.197.23.75,443,35.212.251.233,US,Seattle,隧道,45 ms,585 Mbps,74956 kB/s
35.230.79.26,443,35.212.251.233,US,Seattle,隧道,85 ms,599 Mbps,76697 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,47 ms,644 Mbps,82432 kB/s
138.2.141.3,443,2606:f240:f00:2be4:0:aed0:c76a:4d34,US,Frankfurt,隧道,145 ms,126 Mbps,16179 kB/s
150.230.44.13,443,150.230.44.13,US,San Jose,中转,21 ms,396 Mbps,50790 kB/s
168.138.90.241,443,168.138.90.241,CA,Montréal,中转,84 ms,49 Mbps,6274 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,51 ms,533 Mbps,68300 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,116 ms,204 Mbps,26112 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,60 ms,402 Mbps,51507 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,75 ms,299 Mbps,38297 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,57 ms,284 Mbps,36352 kB/s
129.146.117.117,443,129.146.117.117,US,Los Angeles,中转,43 ms,535 Mbps,68505 kB/s
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,35 ms,848 Mbps,108544 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,154 ms,117 Mbps,15052 kB/s
150.136.87.192,443,150.136.87.192,US,Ashburn,中转,62 ms,54 Mbps,7008 kB/s
140.238.60.225,443,140.238.60.225,JP,Tokyo,中转,190 ms,103 Mbps,13209 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,67 ms,358 Mbps,45875 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,24 ms,57 Mbps,7384 kB/s
194.36.24.34,443,2a0f:5707:fa21::1,US,San Jose,隧道,31 ms,1224 Mbps,156672 kB/s
152.70.90.168,443,2603:c022:8004:1505::5,KR,Seoul,隧道,140 ms,0 Mbps,50 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,184 ms,44 Mbps,5751 kB/s
152.67.251.232,443,152.67.251.232,US,San Jose,中转,33 ms,824 Mbps,105472 kB/s
47.90.141.204,443,91.149.239.64,US,Los Angeles,隧道,79 ms,26 Mbps,3422 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,55 ms,38 Mbps,4956 kB/s
143.47.189.109,443,2a0b:21c0:1007:1ca:0:dfb0:e5cc:7bc1,DE,Frankfurt,隧道,147 ms,116 Mbps,14950 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,161 ms,136 Mbps,17510 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,142 ms,33 Mbps,4290 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,63 ms,43 Mbps,5533 kB/s
144.24.186.83,443,2a0b:21c0:100a:1b2:0:8030:d22:d553,DE,Frankfurt,隧道,160 ms,128 Mbps,16384 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,136 ms,45 Mbps,5860 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,152 ms,140 Mbps,18022 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,160 ms,41 Mbps,5348 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,159 ms,40 Mbps,5233 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,100 ms,4 Mbps,630 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,165 ms,12 Mbps,1553 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,174 ms,152 Mbps,19456 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,163 ms,168 Mbps,21504 kB/s
158.178.149.159,443,2606:f240:f00:eaf1:0:a376:d091:a423,US,Frankfurt,隧道,157 ms,141 Mbps,18124 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,156 ms,128 Mbps,16384 kB/s
130.61.23.77,443,130.61.23.77,,colo.txt:Frankfurt,中转,0 ms,135 Mbps,17305 kB/s
155.248.181.189,443,155.248.181.189,JP,Tokyo,中转,182 ms,38 Mbps,4895 kB/s
129.154.207.203,443,2a09:bac1:3f00:90::22:13c,KR,Seoul,隧道,157 ms,138 Mbps,17715 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,150 ms,42 Mbps,5428 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,174 ms,125 Mbps,16076 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,153 ms,40 Mbps,5247 kB/s
141.147.184.160,443,141.147.184.160,JP,Tokyo,中转,169 ms,94 Mbps,12083 kB/s
146.56.176.143,443,146.56.176.143,KR,Seoul,中转,176 ms,44 Mbps,5695 kB/s
144.24.65.251,443,144.24.65.251,KR,Seoul,中转,197 ms,45 Mbps,5804 kB/s
138.2.144.1,443,2606:f240:f00:46c4:0:7292:7b3a:4b14,US,Frankfurt,隧道,167 ms,126 Mbps,16179 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,213 ms,3 Mbps,401 kB/s
141.147.185.63,443,141.147.185.63,JP,Tokyo,中转,199 ms,39 Mbps,5044 kB/s
130.162.144.191,443,2a09:bac1:3f00:90::22:117,KR,Seoul,隧道,181 ms,34 Mbps,4442 kB/s
158.180.92.59,443,158.180.92.59,KR,Seoul,中转,160 ms,128 Mbps,16486 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,147 ms,22 Mbps,2819 kB/s
138.3.240.63,443,138.3.240.63,DE,Frankfurt,中转,151 ms,42 Mbps,5433 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,172 ms,126 Mbps,16179 kB/s
144.22.252.124,443,144.22.252.124,BR,S
