中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,21 ms,7 Mbps,951 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,60 ms,515 Mbps,65945 kB/s
35.197.23.75,443,35.212.251.233,US,Seattle,隧道,52 ms,541 Mbps,69324 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,15 ms,755 Mbps,96665 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,20 ms,800 Mbps,102400 kB/s
129.146.7.98,443,2a09:bac5:60eb:183c::26a:78,US,Los Angeles,隧道,53 ms,66 Mbps,8504 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,75 ms,412 Mbps,52736 kB/s
140.238.212.95,443,140.238.212.95,CH,Zurich,中转,125 ms,44 Mbps,5723 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,55 ms,531 Mbps,67993 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,67 ms,356 Mbps,45670 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,117 ms,221 Mbps,28364 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,20 ms,389 Mbps,49868 kB/s
35.230.79.26,443,35.212.251.233,US,Seattle,隧道,50 ms,497 Mbps,63692 kB/s
47.90.141.204,443,91.149.239.234,US,Los Angeles,隧道,20 ms,32 Mbps,4165 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,62 ms,505 Mbps,64716 kB/s
47.253.192.14,443,47.253.192.14,US,Ashburn,中转,53 ms,48 Mbps,6222 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,115 ms,217 Mbps,27852 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,28 ms,66 Mbps,8465 kB/s
141.148.239.240,443,98.98.166.170,US,Frankfurt,隧道,123 ms,132 Mbps,16998 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,54 ms,436 Mbps,55910 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,133 ms,198 Mbps,25395 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,53 ms,78 Mbps,10035 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,120 ms,42 Mbps,5462 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,118 ms,187 Mbps,23961 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,119 ms,41 Mbps,5299 kB/s
129.146.111.62,443,129.146.111.62,US,Los Angeles,中转,83 ms,417 Mbps,53452 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,209 ms,116 Mbps,14848 kB/s
144.24.53.45,443,144.24.53.45,US,Los Angeles,中转,77 ms,48 Mbps,6172 kB/s
152.70.49.115,443,152.70.49.115,NL,Amsterdam,中转,140 ms,43 Mbps,5556 kB/s
129.146.46.164,443,129.146.46.164,,colo.txt:Los Angeles,中转,0 ms,300 Mbps,38502 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,145 ms,242 Mbps,31027 kB/s
130.162.222.122,443,2a0b:21c0:1007:1c7:0:b7b7:4d3d:5663,DE,Frankfurt,隧道,122 ms,188 Mbps,24166 kB/s
138.3.254.39,443,138.3.254.39,,Frankfurt,中转,0 ms,175 Mbps,22425 kB/s
141.145.217.226,443,141.145.217.226,FR,Paris,中转,104 ms,42 Mbps,5501 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,179 ms,97 Mbps,12492 kB/s
129.153.116.130,443,129.153.116.130,US,Los Angeles,中转,59 ms,46 Mbps,5970 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,237 ms,2 Mbps,330 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,63 ms,472 Mbps,60416 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,102 ms,47 Mbps,6064 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,199 ms,137 Mbps,17612 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,23 ms,88 Mbps,11264 kB/s
144.24.90.107,443,2603:c024:4:da6e:29b:6c99:385b:c051,KR,Seoul,隧道,168 ms,35 Mbps,4573 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,101 ms,43 Mbps,5529 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,74 ms,123 Mbps,15769 kB/s
149.129.8.215,443,47.88.55.210,US,San Jose,隧道,216 ms,3 Mbps,456 kB/s
132.226.212.22,443,2a0b:21c0:100a:1b7:0:5b55:2340:5ee7,DE,Frankfurt,隧道,132 ms,92 Mbps,11776 kB/s
141.147.147.180,443,141.147.147.180,JP,Osaka,中转,251 ms,33 Mbps,4229 kB/s
141.148.245.88,443,2a0b:21c0:100a:1b1:0:91a4:1d7:6688,DE,Frankfurt,隧道,136 ms,95 Mbps,12185 kB/s
8.212.44.95,443,47.76.21.97,HK,Hong Kong,隧道,257 ms,61 Mbps,7884 kB/s
130.162.40.80,443,2606:f240:f00:83a7:0:44f1:5d34:6b24,US,Frankfurt,隧道,121 ms,188 Mbps,24064 kB/s
193.122.125.223,443,193.122.125.223,KR,Seoul,中转,200 ms,82 Mbps,10547 kB/s
8.219.53.118,443,8.222.207.55,SG,Singapore,隧道,245 ms,58 Mbps,7431 kB/s
150.230.62.103,443,2603:c023:8:c6ee:e0a7:ed47:4a61:5473,JP,Osaka,隧道,220 ms,62 Mbps,8040 kB/s
144.22.252.124,443,144.22.252.124,BR,São Paulo,中转,152 ms,127 Mbps,16281 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,223 ms,34 Mbps,4457 kB/s
144.24.65.251,443,144.24.65.251,KR,Seoul,中转,187 ms,31 Mbps,3998 kB/s
138.2.56.246,443,138.2.56.246,JP,Osaka,中转,222 ms,63 Mbps,8138 kB/s
158.178.238.239,443,104.28.222.43,SG,Singapore,隧道,239 ms,31 Mbps,4074 kB/s
