中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.230.79.26,443,35.212.201.120,US,Seattle,隧道,31 ms,762 Mbps,97587 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,5 ms,1552 Mbps,198656 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,24 ms,656 Mbps,84070 kB/s
35.197.23.75,443,35.212.201.120,US,Seattle,隧道,32 ms,788 Mbps,100864 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,7 ms,2 Mbps,315 kB/s
150.136.87.192,443,150.136.87.192,US,Ashburn,中转,83 ms,51 Mbps,6621 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,3 ms,544 Mbps,69734 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,69 ms,296 Mbps,37888 kB/s
129.146.7.98,443,2a09:bac5:60ea:183c::26a:d,US,Los Angeles,隧道,26 ms,64 Mbps,8193 kB/s
158.101.24.17,443,158.101.24.17,US,Los Angeles,中转,20 ms,93 Mbps,11980 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,58 ms,407 Mbps,52121 kB/s
34.82.76.253,443,34.127.99.199,US,Seattle,隧道,33 ms,800 Mbps,102400 kB/s
129.154.46.115,443,104.28.201.82,IN,Hyderabad,隧道,228 ms,26 Mbps,3423 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,161 ms,140 Mbps,17920 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,162 ms,114 Mbps,14643 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,23 ms,8 Mbps,1064 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,88 ms,49 Mbps,6348 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,1 ms,672 Mbps,86016 kB/s
129.146.240.62,443,129.146.240.62,US,Los Angeles,中转,28 ms,448 Mbps,57446 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,5 ms,90 Mbps,11571 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,119 ms,217 Mbps,27852 kB/s
144.24.252.15,443,144.24.252.15,CH,Zurich,中转,182 ms,41 Mbps,5349 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,63 ms,313 Mbps,40140 kB/s
129.146.117.117,443,129.146.117.117,US,Los Angeles,中转,36 ms,784 Mbps,100454 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,202 ms,46 Mbps,5998 kB/s
129.154.207.203,443,2a09:bac1:3f00:90::22:13c,KR,Seoul,隧道,164 ms,139 Mbps,17817 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,139 ms,120 Mbps,15360 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,188 ms,2 Mbps,346 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,172 ms,59 Mbps,7584 kB/s
129.146.46.164,443,129.146.46.164,,colo.txt:Los Angeles,中转,0 ms,280 Mbps,35942 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,63 ms,372 Mbps,47718 kB/s
129.159.241.239,443,2606:f240:f00:46c4:0:e836:4c94:6f34,US,Frankfurt,隧道,183 ms,110 Mbps,14131 kB/s
8.222.162.7,443,47.245.84.175,SG,Singapore,隧道,208 ms,97 Mbps,12492 kB/s
152.70.90.168,443,2603:c022:8004:1505::5,KR,Seoul,隧道,139 ms,0 Mbps,72 kB/s
152.67.96.55,443,152.67.96.55,AU,Sydney,中转,150 ms,44 Mbps,5656 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,160 ms,42 Mbps,5457 kB/s
8.219.52.156,443,8.219.96.61,SG,Singapore,隧道,206 ms,47 Mbps,6054 kB/s
141.147.184.160,443,141.147.184.160,JP,Tokyo,中转,178 ms,100 Mbps,12902 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,81 ms,7 Mbps,899 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,152 ms,106 Mbps,13619 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,164 ms,38 Mbps,4942 kB/s
130.162.144.191,443,2a09:bac5:4752:155::22:11d,KR,Seoul,隧道,155 ms,39 Mbps,5008 kB/s
168.138.149.17,443,168.138.149.17,BR,São Paulo,中转,199 ms,78 Mbps,10035 kB/s
158.101.211.165,443,98.98.166.186,US,Frankfurt,隧道,197 ms,82 Mbps,10547 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,191 ms,103 Mbps,13209 kB/s
144.24.65.251,443,144.24.65.251,KR,Seoul,中转,142 ms,48 Mbps,6253 kB/s
144.24.90.107,443,2603:c024:4:da6e:29b:6c99:385b:c051,KR,Seoul,隧道,182 ms,38 Mbps,4928 kB/s
141.147.185.63,443,141.147.185.63,JP,Tokyo,中转,163 ms,46 Mbps,6000 kB/s
