中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.230.79.26,443,35.212.170.84,US,Seattle,隧道,50 ms,520 Mbps,66560 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,48 ms,353 Mbps,45260 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,20 ms,1048 Mbps,134144 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,64 ms,537 Mbps,68812 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,17 ms,1128 Mbps,144384 kB/s
35.197.23.75,443,35.212.170.84,US,Seattle,隧道,52 ms,527 Mbps,67481 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,18 ms,784 Mbps,100352 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,68 ms,474 Mbps,60723 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,54 ms,467 Mbps,59801 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,51 ms,523 Mbps,66969 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,57 ms,392 Mbps,50278 kB/s
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,54 ms,457 Mbps,58572 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,62 ms,239 Mbps,30617 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,121 ms,174 Mbps,22323 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,128 ms,171 Mbps,21913 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,107 ms,216 Mbps,27750 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,116 ms,252 Mbps,32256 kB/s
141.147.60.82,443,2a0b:21c0:1007:c7:0:6671:1aad:518,DE,Frankfurt,隧道,113 ms,234 Mbps,30003 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,155 ms,152 Mbps,19456 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,108 ms,43 Mbps,5578 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,160 ms,156 Mbps,19968 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,164 ms,11 Mbps,1414 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,149 ms,3 Mbps,450 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,132 ms,45 Mbps,5808 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,116 ms,45 Mbps,5779 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,152 ms,44 Mbps,5662 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,184 ms,97 Mbps,12492 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,207 ms,34 Mbps,4444 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,218 ms,5 Mbps,647 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,228 ms,2 Mbps,294 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,189 ms,36 Mbps,4641 kB/s
168.138.165.174,443,168.138.165.174,SG,Seattle,中转,223 ms,23 Mbps,3030 kB/s
149.129.8.215,443,47.254.26.25,US,San Jose,隧道,206 ms,0 Mbps,25 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,375 ms,0 Mbps,9 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,16 ms,58 Mbps,7540 kB/s
