中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,23 ms,641 Mbps,82124 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,38 ms,531 Mbps,67993 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,49 ms,557 Mbps,71372 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,59 ms,316 Mbps,40550 kB/s
35.230.79.26,443,35.212.167.189,US,Seattle,隧道,50 ms,490 Mbps,62771 kB/s
35.197.23.75,443,35.212.167.189,US,Seattle,隧道,50 ms,451 Mbps,57753 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,33 ms,3 Mbps,402 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,50 ms,401 Mbps,51404 kB/s
34.82.76.253,443,34.105.33.19,US,Seattle,隧道,48 ms,484 Mbps,61952 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,127 ms,173 Mbps,22220 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,129 ms,171 Mbps,21913 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,149 ms,174 Mbps,22323 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,130 ms,200 Mbps,25702 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,116 ms,43 Mbps,5527 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,152 ms,43 Mbps,5612 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,145 ms,164 Mbps,21094 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,143 ms,43 Mbps,5606 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,169 ms,43 Mbps,5556 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,199 ms,9 Mbps,1260 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,196 ms,36 Mbps,4689 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,130 ms,46 Mbps,5948 kB/s
