中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,,colo.txt:Los Angeles,中转,0 ms,227 Mbps,29081 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,16 ms,864 Mbps,110592 kB/s
35.230.79.26,443,35.212.232.22,US,Seattle,隧道,41 ms,492 Mbps,63078 kB/s
35.197.23.75,443,35.212.232.22,US,Seattle,隧道,57 ms,560 Mbps,71782 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,16 ms,288 Mbps,36864 kB/s
34.82.76.253,443,34.83.144.186,US,Seattle,隧道,38 ms,560 Mbps,71680 kB/s
129.146.7.98,443,129.146.7.98,US,Ashburn,中转,5 ms,463 Mbps,59289 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,54 ms,384 Mbps,49254 kB/s
184.169.181.217,443,184.169.181.217,US,Columbus,中转,18 ms,304 Mbps,39014 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,108 ms,225 Mbps,28876 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,117 ms,46 Mbps,5979 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,144 ms,144 Mbps,18432 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,119 ms,49 Mbps,6329 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,132 ms,40 Mbps,5244 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,144 ms,129 Mbps,16588 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,150 ms,46 Mbps,5977 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,143 ms,46 Mbps,5973 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,143 ms,166 Mbps,21299 kB/s
23.94.43.51,443,23.94.43.51,US,Amsterdam,中转,36 ms,540 Mbps,69222 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,149 ms,45 Mbps,5796 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,158 ms,43 Mbps,5572 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,178 ms,43 Mbps,5507 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,195 ms,36 Mbps,4681 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,145 ms,43 Mbps,5627 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,168 ms,1 Mbps,171 kB/s
168.138.212.80,443,168.138.212.80,JP,Ashburn,中转,109 ms,44 Mbps,5642 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,154 ms,0 Mbps,56 kB/s
