中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,38 ms,580 Mbps,74240 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,80 ms,275 Mbps,35225 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,2 ms,80 Mbps,10342 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,24 ms,399 Mbps,51097 kB/s
168.138.90.241,443,168.138.90.241,CA,Toronto,中转,44 ms,32 Mbps,4142 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,98 ms,243 Mbps,31129 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,85 ms,404 Mbps,51814 kB/s
150.136.87.192,443,150.136.87.192,US,Ashburn,中转,2 ms,73 Mbps,9392 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,81 ms,344 Mbps,44032 kB/s
35.197.23.75,443,35.212.227.11,US,Seattle,隧道,86 ms,305 Mbps,39116 kB/s
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,86 ms,408 Mbps,52224 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,92 ms,178 Mbps,22835 kB/s
47.90.141.204,443,91.149.239.206,US,Los Angeles,隧道,11 ms,6 Mbps,842 kB/s
35.230.79.26,443,35.212.227.11,US,Seattle,隧道,80 ms,303 Mbps,38809 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,120 ms,38 Mbps,4915 kB/s
34.82.76.253,443,34.83.158.48,US,Seattle,隧道,77 ms,384 Mbps,49152 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,40 ms,6 Mbps,790 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,78 ms,4 Mbps,542 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,17 ms,65 Mbps,8410 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,97 ms,305 Mbps,39116 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,86 ms,43 Mbps,5508 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,38 ms,80 Mbps,10342 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,84 ms,281 Mbps,36044 kB/s
138.2.141.3,443,2606:f240:f00:2be4:0:aed0:c76a:4d34,US,Frankfurt,隧道,102 ms,233 Mbps,29900 kB/s
150.230.115.129,443,2a0b:21c0:100a:1b0:0:d69b:482e:ed88,DE,Frankfurt,隧道,108 ms,230 Mbps,29491 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,107 ms,238 Mbps,30515 kB/s
144.22.252.124,443,144.22.252.124,BR,S
