中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,30 ms,584 Mbps,74752 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,18 ms,2 Mbps,368 kB/s
35.230.79.26,443,35.212.167.189,US,Seattle,隧道,70 ms,292 Mbps,37376 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,61 ms,353 Mbps,45260 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,74 ms,216 Mbps,27648 kB/s
184.169.181.217,443,184.169.181.217,US,Los Angeles,中转,60 ms,429 Mbps,54988 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,99 ms,224 Mbps,28774 kB/s
35.197.23.75,443,35.212.167.189,US,Seattle,隧道,73 ms,237 Mbps,30412 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,70 ms,288 Mbps,36966 kB/s
34.82.76.253,443,34.105.33.19,US,Seattle,隧道,76 ms,289 Mbps,37068 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,94 ms,200 Mbps,25702 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,111 ms,181 Mbps,23244 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,95 ms,47 Mbps,6030 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,167 ms,134 Mbps,17203 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,96 ms,46 Mbps,5981 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,171 ms,41 Mbps,5356 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,173 ms,39 Mbps,5047 kB/s
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,243 ms,12 Mbps,1644 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,252 ms,19 Mbps,2556 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,213 ms,34 Mbps,4359 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,201 ms,0 Mbps,117 kB/s
