中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,73 ms,381 Mbps,48844 kB/s
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,19 ms,888 Mbps,113664 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,33 ms,615 Mbps,78745 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,53 ms,492 Mbps,63078 kB/s
35.230.79.26,443,35.212.251.233,US,Seattle,隧道,46 ms,605 Mbps,77516 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,45 ms,1032 Mbps,132096 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,65 ms,398 Mbps,50995 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,68 ms,303 Mbps,38809 kB/s
129.146.240.62,443,129.146.240.62,US,Los Angeles,中转,23 ms,444 Mbps,56832 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,44 ms,792 Mbps,101478 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,30 ms,265 Mbps,33996 kB/s
150.136.87.192,443,150.136.87.192,US,Ashburn,中转,56 ms,45 Mbps,5818 kB/s
35.197.23.75,443,35.212.251.233,US,Seattle,隧道,44 ms,592 Mbps,75878 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,44 ms,47 Mbps,6127 kB/s
168.138.90.241,443,168.138.90.241,CA,Montréal,中转,71 ms,46 Mbps,5977 kB/s
150.230.44.13,443,150.230.44.13,US,San Jose,中转,29 ms,372 Mbps,47616 kB/s
34.82.76.253,443,34.83.158.48,US,Seattle,隧道,48 ms,561 Mbps,71884 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,153 ms,126 Mbps,16179 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,83 ms,2 Mbps,369 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,139 ms,200 Mbps,25702 kB/s
129.146.117.117,443,129.146.117.117,US,Los Angeles,中转,31 ms,591 Mbps,75673 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,141 ms,44 Mbps,5665 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,68 ms,46 Mbps,5963 kB/s
158.180.92.59,443,158.180.92.59,KR,Seoul,中转,143 ms,132 Mbps,16998 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,159 ms,38 Mbps,4876 kB/s
194.36.24.34,443,2a0f:5707:fa21::1,US,San Jose,隧道,39 ms,944 Mbps,120832 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,155 ms,48 Mbps,6228 kB/s
152.70.90.168,443,2603:c022:8004:1505::5,KR,Seoul,隧道,151 ms,1 Mbps,242 kB/s
152.67.251.232,443,152.67.251.232,US,San Jose,中转,40 ms,840 Mbps,107520 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,144 ms,34 Mbps,4478 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,180 ms,170 Mbps,21811 kB/s
138.2.141.3,443,2606:f240:f00:2be4:0:aed0:c76a:4d34,US,Frankfurt,隧道,151 ms,125 Mbps,16076 kB/s
144.24.252.15,443,144.24.252.15,CH,Zurich,中转,157 ms,45 Mbps,5821 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,165 ms,138 Mbps,17715 kB/s
141.147.184.160,443,141.147.184.160,JP,Tokyo,中转,198 ms,96 Mbps,12288 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,62 ms,20 Mbps,2660 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,161 ms,128 Mbps,16384 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,146 ms,130 Mbps,16691 kB/s
130.61.23.77,443,130.61.23.77,,Frankfurt,中转,0 ms,111 Mbps,14233 kB/s
130.162.144.191,443,2a09:bac5:4753:1482::20b:48,KR,Seoul,隧道,164 ms,29 Mbps,3747 kB/s
140.238.60.225,443,140.238.60.225,JP,Tokyo,中转,181 ms,88 Mbps,11264 kB/s
129.154.207.203,443,2a09:bac1:3f00:90::22:13c,KR,Seoul,隧道,153 ms,122 Mbps,15667 kB/s
144.24.65.251,443,144.24.65.251,KR,Seoul,中转,164 ms,42 Mbps,5475 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,172 ms,23 Mbps,3022 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,155 ms,146 Mbps,18739 kB/s
8.213.237.199,443,8.213.237.199,TH,Bangkok,中转,221 ms,66 Mbps,8550 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,157 ms,35 Mbps,4582 kB/s
138.2.107.107,443,138.2.107.107,SG,Singapore,中转,181 ms,121 Mbps,15564 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,162 ms,19 Mbps,2445 kB/s
155.248.181.189,443,155.248.181.189,JP,Tokyo,中转,183 ms,37 Mbps,4819 kB/s
8.219.209.155,443,47.245.127.33,SG,Singapore,隧道,202 ms,19 Mbps,2439 kB/s
152.67.203.34,443,104.28.207.57,KR,Seoul,隧道,165 ms,124 Mbps,15872 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,146 ms,59 Mbps,7601 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,209 ms,2 Mbps,351 kB/s
141.147.185.63,443,141.147.185.63,JP,Tokyo,中转,186 ms,44 Mbps,5695 kB/s
143.47.245.250,443,2a0b:21c0:100a:1b1:0:183c:7da3:2697,DE,Frankfurt,隧道,168 ms,128 Mbps,16384 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,168 ms,133 Mbps,17100 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,84 ms,41 Mbps,5358 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,162 ms,137 Mbps,17612 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,20 ms,449 Mbps,57548 kB/s
47.90.141.204,443,91.149.239.62,US,Los Angeles,隧道,71 ms,29 Mbps,3769 kB/s
168.138.149.17,443,168.138.149.17,BR,S
