中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,30 ms,944 Mbps,120832 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,22 ms,756 Mbps,96870 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,25 ms,116 Mbps,14950 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,55 ms,461 Mbps,59084 kB/s
35.197.23.75,443,35.212.143.193,US,Seattle,隧道,57 ms,515 Mbps,65945 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,16 ms,758 Mbps,97075 kB/s
129.146.46.164,443,129.146.46.164,US,305 Mbps,39116 kB/s
35.230.79.26,443,35.212.143.193,US,Seattle,隧道,53 ms,290 Mbps,37171 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,56 ms,423 Mbps,54169 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,54 ms,476 Mbps,60928 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,72 ms,388 Mbps,49664 kB/s
34.82.76.253,443,34.168.189.228,US,Seattle,隧道,50 ms,194 Mbps,24883 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,26 ms,1112 Mbps,142336 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,114 ms,229 Mbps,29388 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,112 ms,225 Mbps,28876 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,19 ms,77 Mbps,9929 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,65 ms,60 Mbps,7745 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,115 ms,207 Mbps,26521 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,108 ms,204 Mbps,26214 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,61 ms,436 Mbps,55808 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,113 ms,227 Mbps,29081 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,56 ms,336 Mbps,43008 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,149 ms,143 Mbps,18329 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,112 ms,45 Mbps,5783 kB/s
