中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
184.169.181.217,443,184.169.181.217,US,San Jose,中转,9 ms,2232 Mbps,285696 kB/s
35.197.23.75,443,35.212.224.237,US,Seattle,隧道,33 ms,795 Mbps,101785 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,17 ms,70 Mbps,8976 kB/s
34.82.76.253,443,104.198.8.26,US,Seattle,隧道,40 ms,575 Mbps,73625 kB/s
192.9.138.241,443,192.9.138.241,US,1248 Mbps,159744 kB/s
35.230.79.26,443,35.212.224.237,US,Seattle,隧道,21 ms,984 Mbps,125952 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,2 ms,696 Mbps,89088 kB/s
129.146.7.98,443,2a09:bac1:76c0:e18::1bd:ea,US,Los Angeles,隧道,32 ms,75 Mbps,9616 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,71 ms,42 Mbps,5440 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,26 ms,664 Mbps,85094 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,93 ms,373 Mbps,47820 kB/s
47.253.129.190,443,47.253.129.190,US,Ashburn,中转,83 ms,24 Mbps,3159 kB/s
47.253.161.22,443,47.253.161.22,US,Ashburn,中转,85 ms,24 Mbps,3183 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,60 ms,9 Mbps,1170 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,32 ms,147 Mbps,18841 kB/s
132.226.172.153,443,107.151.176.66,US,Los Angeles,隧道,166 ms,115 Mbps,14745 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,68 ms,388 Mbps,49664 kB/s
129.146.168.102,443,104.28.205.110,US,Los Angeles,隧道,27 ms,49 Mbps,6300 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,107 ms,222 Mbps,28467 kB/s
132.226.31.178,443,2a09:bac1:7680:e18::26b:7b,US,Los Angeles,隧道,48 ms,43 Mbps,5550 kB/s
193.123.235.59,443,193.123.235.59,KR,Seoul,中转,135 ms,141 Mbps,18124 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,184 ms,156 Mbps,19968 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,144 ms,159 Mbps,20377 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,154 ms,41 Mbps,5371 kB/s
129.153.223.37,443,129.153.223.37,US,Los Angeles,中转,29 ms,864 Mbps,110592 kB/s
144.24.90.107,443,2603:c024:4:da6e:29b:6c99:385b:c051,KR,Seoul,隧道,128 ms,7 Mbps,1018 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,150 ms,40 Mbps,5225 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,145 ms,98 Mbps,12595 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,145 ms,111 Mbps,14233 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,176 ms,104 Mbps,13312 kB/s
146.56.42.167,443,146.56.42.167,KR,Seoul,中转,146 ms,40 Mbps,5210 kB/s
150.230.122.76,443,150.230.122.76,GB,London,中转,143 ms,112 Mbps,14336 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,196 ms,47 Mbps,6091 kB/s
138.3.254.39,443,138.3.254.39,DE,115 Mbps,14745 kB/s
131.186.29.81,443,2607:a400:a:6b:0:244f:7f04:cd48,US,Los Angeles,隧道,161 ms,139 Mbps,17817 kB/s
152.70.249.79,443,107.151.176.202,US,Los Angeles,隧道,184 ms,111 Mbps,14233 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,180 ms,46 Mbps,5971 kB/s
146.56.142.169,443,107.151.176.66,US,Los Angeles,隧道,178 ms,114 Mbps,14643 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,160 ms,44 Mbps,5729 kB/s
8.219.117.138,443,8.219.142.198,SG,Singapore,隧道,292 ms,30 Mbps,3866 kB/s
8.222.220.141,443,47.236.58.234,SG,Singapore,隧道,267 ms,50 Mbps,6518 kB/s
146.56.189.104,443,2607:a400:a:16b:0:fafd:a827:192b,US,Los Angeles,隧道,173 ms,104 Mbps,13312 kB/s
158.101.215.34,443,2a0b:21c0:1007:c9:0:ea3f:7f9f:d02f,DE,Frankfurt,隧道,163 ms,117 Mbps,15052 kB/s
8.210.58.6,443,8.210.58.6,HK,Hong Kong,中转,258 ms,12 Mbps,1598 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,157 ms,4 Mbps,576 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,215 ms,41 Mbps,5341 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,215 ms,3 Mbps,414 kB/s
8.222.71.83,443,8.216.92.214,JP,Tokyo,隧道,112 ms,15 Mbps,2021 kB/s
144.24.78.162,443,144.24.78.162,KR,Seoul,中转,135 ms,88 Mbps,11264 kB/s
138.3.210.24,443,2603:c021:800d:a344:0:1::,JP,Tokyo,隧道,172 ms,105 Mbps,13516 kB/s
8.213.237.199,443,8.213.237.199,TH,Bangkok,中转,229 ms,70 Mbps,9073 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,165 ms,38 Mbps,4978 kB/s
8.222.79.51,443,8.216.92.214,JP,Tokyo,隧道,125 ms,28 Mbps,3705 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,242 ms,65 Mbps,8393 kB/s
144.22.252.124,443,144.22.252.124,BR,S
