中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
104.131.1.43,443,2604:a880:800:10::ddf:b001,US,Newark,隧道,16 ms,904 Mbps,115712 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,69 ms,13 Mbps,1739 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,33 ms,524 Mbps,67072 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,38 ms,403 Mbps,51609 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,92 ms,240 Mbps,30720 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,53 ms,375 Mbps,48025 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,68 ms,312 Mbps,39936 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,85 ms,9 Mbps,1222 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,129 ms,50 Mbps,6414 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,69 ms,248 Mbps,31846 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,31 ms,547 Mbps,70041 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,9 ms,29 Mbps,3725 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,72 ms,3 Mbps,474 kB/s
192.18.159.129,443,192.18.159.129,CA,Toronto,中转,27 ms,59 Mbps,7648 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,95 ms,228 Mbps,29286 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,89 ms,61 Mbps,7935 kB/s
192.9.138.241,443,192.9.138.241,280 Mbps,35840 kB/s
129.153.119.97,443,129.153.119.97,US,Los Angeles,中转,73 ms,46 Mbps,5952 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,87 ms,26 Mbps,3341 kB/s
158.101.175.51,443,158.101.175.51,DE,Frankfurt,中转,96 ms,43 Mbps,5616 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,89 ms,227 Mbps,29081 kB/s
8.211.54.130,443,8.211.54.130,DE,Frankfurt,中转,183 ms,31 Mbps,4031 kB/s
35.230.79.26,443,34.19.58.219,US,Seattle,隧道,76 ms,292 Mbps,37478 kB/s
144.24.37.146,443,104.28.205.110,US,Los Angeles,隧道,64 ms,45 Mbps,5798 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,101 ms,224 Mbps,28774 kB/s
143.47.242.195,443,143.47.242.195,GB,London,中转,92 ms,45 Mbps,5846 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,80 ms,8 Mbps,1049 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,246 ms,263 Mbps,33689 kB/s
47.90.141.204,443,91.149.239.198,US,Los Angeles,隧道,21 ms,29 Mbps,3803 kB/s
152.67.233.64,443,2603:c024:c004:dd3f:333e:3245:d0f3:9f67,US,San Jose,隧道,175 ms,114 Mbps,14643 kB/s
130.61.83.37,443,130.61.83.37,DE,Frankfurt,中转,89 ms,206 Mbps,26419 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,93 ms,206 Mbps,26419 kB/s
35.197.23.75,443,34.19.58.219,US,Seattle,隧道,68 ms,81 Mbps,10444 kB/s
132.145.239.125,443,2a0b:21c0:1007:c8:0:320c:8e33:abfd,DE,Frankfurt,隧道,92 ms,183 Mbps,23449 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,133 ms,251 Mbps,32153 kB/s
129.146.133.33,443,129.146.133.33,US,Los Angeles,中转,66 ms,321 Mbps,41164 kB/s
130.162.184.173,443,130.162.184.173,GB,London,中转,84 ms,45 Mbps,5764 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,73 ms,43 Mbps,5608 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,93 ms,256 Mbps,32768 kB/s
141.144.199.48,443,2606:f240:f00:83a7:0:934f:4215:a51c,US,Frankfurt,隧道,89 ms,192 Mbps,24576 kB/s
64.110.103.69,443,64.110.103.69,31 Mbps,4051 kB/s
64.110.103.69,,,隧道,0 ms,null Mbps,null kB/s
141.147.163.68,443,141.147.163.68,JP,Tokyo,中转,220 ms,60 Mbps,7806 kB/s
144.22.252.124,443,144.22.252.124,BR,S
