中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,16 ms,59 Mbps,7638 kB/s
35.230.79.26,443,35.212.162.172,US,Seattle,隧道,53 ms,344 Mbps,44134 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,52 ms,428 Mbps,54784 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,115 ms,204 Mbps,26214 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,28 ms,532 Mbps,68198 kB/s
34.82.76.253,443,34.168.231.76,US,Seattle,隧道,49 ms,412 Mbps,52736 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,21 ms,1032 Mbps,132096 kB/s
35.197.23.75,443,35.212.162.172,US,Seattle,隧道,51 ms,393 Mbps,50380 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,48 ms,477 Mbps,61132 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,53 ms,551 Mbps,70553 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,27 ms,1088 Mbps,139264 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,58 ms,416 Mbps,53248 kB/s
184.169.181.217,443,184.169.181.217,US,Los Angeles,中转,57 ms,472 Mbps,60416 kB/s
129.146.7.98,443,2a09:bac5:60e9:78::c:366,US,Los Angeles,隧道,50 ms,61 Mbps,7892 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,105 ms,43 Mbps,5528 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,112 ms,204 Mbps,26214 kB/s
143.47.252.60,443,98.98.156.6,DE,Frankfurt,隧道,106 ms,181 Mbps,23244 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,117 ms,180 Mbps,23142 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,117 ms,192 Mbps,24678 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,101 ms,40 Mbps,5199 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,142 ms,134 Mbps,17203 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,112 ms,41 Mbps,5334 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,121 ms,43 Mbps,5557 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,150 ms,38 Mbps,4951 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,105 ms,41 Mbps,5328 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,159 ms,46 Mbps,6001 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,147 ms,2 Mbps,323 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,163 ms,108 Mbps,13824 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,162 ms,45 Mbps,5836 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,189 ms,43 Mbps,5623 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,197 ms,41 Mbps,5285 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,185 ms,33 Mbps,4310 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,214 ms,2 Mbps,314 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,197 ms,76 Mbps,9741 kB/s
146.56.146.67,443,2602:ffe4:407:20da:0:2c42:f3ac:c99d,SG,Singapore,隧道,249 ms,47 Mbps,6084 kB/s
149.129.8.215,443,47.254.26.25,US,San Jose,隧道,209 ms,3 Mbps,488 kB/s
193.123.80.245,443,193.123.80.245,AE,Frankfurt,中转,207 ms,31 Mbps,3997 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,207 ms,14 Mbps,1823 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,1095 ms,196 Mbps,25190 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,1043 ms,38 Mbps,4874 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,234 ms,0 Mbps,54 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,56 ms,254 Mbps,32563 kB/s
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,195 ms,0 Mbps,2 kB/s
