中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,89 ms,247 Mbps,31641 kB/s
35.197.23.75,443,35.233.216.70,US,Seattle,隧道,62 ms,369 Mbps,47308 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,66 ms,321 Mbps,41164 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,26 ms,516 Mbps,66150 kB/s
192.9.138.241,443,192.9.138.241,,San Jose,中转,0 ms,288 Mbps,36864 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,69 ms,260 Mbps,33280 kB/s
141.147.106.84,443,2a0b:21c0:100a:1b3:0:3f0e:7feb:e51,DE,Frankfurt,隧道,89 ms,140 Mbps,18022 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,88 ms,244 Mbps,31334 kB/s
129.146.133.33,443,129.146.133.33,US,Los Angeles,中转,69 ms,306 Mbps,39219 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,69 ms,44 Mbps,5743 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,62 ms,371 Mbps,47513 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,69 ms,314 Mbps,40243 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,71 ms,816 Mbps,104448 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,70 ms,280 Mbps,35840 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,68 ms,344 Mbps,44134 kB/s
129.146.251.53,443,2603:c020:d:2b01:cdfa:999a:db14:e7e8,US,Los Angeles,隧道,74 ms,347 Mbps,44441 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,18 ms,33 Mbps,4291 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,88 ms,246 Mbps,31539 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,87 ms,216 Mbps,27750 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,72 ms,238 Mbps,30515 kB/s
129.159.84.71,443,129.159.84.71,US,Los Angeles,中转,18 ms,1 Mbps,133 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,7 ms,864 Mbps,110592 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,80 ms,268 Mbps,34406 kB/s
130.61.23.77,443,130.61.23.77,,Frankfurt,中转,0 ms,200 Mbps,25600 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,31 ms,656 Mbps,84070 kB/s
35.230.79.26,443,35.233.216.70,US,Seattle,隧道,77 ms,305 Mbps,39116 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,80 ms,45 Mbps,5869 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,93 ms,230 Mbps,29491 kB/s
130.61.222.184,443,130.61.222.184,DE,Frankfurt,中转,158 ms,208 Mbps,26726 kB/s
140.84.179.114,443,140.84.179.114,MX,Dallas,中转,90 ms,404 Mbps,51814 kB/s
47.251.108.178,443,47.251.108.178,US,San Jose,中转,191 ms,46 Mbps,6006 kB/s
129.80.116.250,443,2603:c020:4008:16ca:19e9:40f5:b8a0:c008,US,Atlanta,隧道,77 ms,730 Mbps,93491 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,68 ms,287 Mbps,36761 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,80 ms,260 Mbps,33280 kB/s
155.248.202.141,443,155.248.202.141,US,San Jose,中转,70 ms,17 Mbps,2220 kB/s
130.61.170.78,443,130.61.170.78,DE,Frankfurt,中转,89 ms,92 Mbps,11878 kB/s
152.67.78.184,443,152.67.78.184,CH,Zurich,中转,160 ms,19 Mbps,2462 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,110 ms,100 Mbps,12902 kB/s
141.145.217.226,443,141.145.217.226,FR,Paris,中转,84 ms,53 Mbps,6847 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,80 ms,41 Mbps,5263 kB/s
158.101.222.248,443,2a0b:21c0:100a:1b0:0:8e82:f957:87c0,DE,Frankfurt,隧道,86 ms,126 Mbps,16179 kB/s
130.162.250.180,443,2603:c020:8014:a8ee:cad4:eb37:5749:cafa,DE,Frankfurt,隧道,94 ms,123 Mbps,15769 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,79 ms,26 Mbps,3437 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,88 ms,28 Mbps,3710 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,155 ms,110 Mbps,14131 kB/s
8.209.217.106,443,8.209.217.106,JP,Tokyo,中转,164 ms,30 Mbps,3939 kB/s
152.70.49.210,443,2606:f240:f00:a683:0:ec1e:9628:bd01,US,Frankfurt,隧道,86 ms,247 Mbps,31641 kB/s
129.151.244.9,443,129.151.244.9,FR,Paris,中转,102 ms,239 Mbps,30617 kB/s
146.56.46.84,443,2603:c022:8007:a810::dcba,KR,Seoul,隧道,189 ms,37 Mbps,4800 kB/s
138.2.56.246,443,138.2.56.246,JP,Osaka,中转,203 ms,75 Mbps,9715 kB/s
129.146.220.190,443,2603:c020:b:c87e:e94d:56e:f44a:60ac,US,Los Angeles,隧道,69 ms,158 Mbps,20275 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,226 ms,2 Mbps,311 kB/s
168.138.50.249,443,168.138.50.249,JP,Osaka,中转,203 ms,37 Mbps,4742 kB/s
