中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Chicago,中转,51 ms,359 Mbps,45977 kB/s
129.146.7.98,443,2a09:bac1:7680:e18::26b:a5,US,Los Angeles,隧道,74 ms,66 Mbps,8535 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,83 ms,228 Mbps,29184 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,40 ms,470 Mbps,60211 kB/s
35.230.79.26,443,35.212.251.233,US,Seattle,隧道,81 ms,196 Mbps,25190 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,42 ms,468 Mbps,59904 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,13 ms,41 Mbps,5344 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,92 ms,291 Mbps,37273 kB/s
152.70.49.115,443,152.70.49.115,NL,Amsterdam,中转,96 ms,36 Mbps,4693 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,99 ms,340 Mbps,43622 kB/s
47.90.141.204,443,91.149.239.62,US,Los Angeles,隧道,11 ms,31 Mbps,3977 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,118 ms,132 Mbps,16998 kB/s
35.197.23.75,443,35.212.251.233,US,Seattle,隧道,88 ms,340 Mbps,43520 kB/s
130.61.23.77,443,130.61.23.77,DE,25 Mbps,3309 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,78 ms,246 Mbps,31539 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,121 ms,46 Mbps,5940 kB/s
168.138.90.241,443,168.138.90.241,CA,Toronto,中转,47 ms,56 Mbps,7279 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,90 ms,44 Mbps,5673 kB/s
138.3.240.63,443,138.3.240.63,DE,Frankfurt,中转,106 ms,45 Mbps,5866 kB/s
130.162.178.124,443,2a0b:21c0:1007:1c9:0:bf41:60ac:17a2,DE,Frankfurt,隧道,103 ms,116 Mbps,14848 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,98 ms,251 Mbps,32153 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,106 ms,264 Mbps,33894 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,101 ms,200 Mbps,25600 kB/s
47.253.161.22,443,47.253.161.22,US,Ashburn,中转,21 ms,4 Mbps,602 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,91 ms,63 Mbps,8119 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,109 ms,234 Mbps,30003 kB/s
129.153.116.130,443,129.153.116.130,US,Los Angeles,中转,78 ms,44 Mbps,5712 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,120 ms,43 Mbps,5541 kB/s
194.36.24.34,443,2a0f:5707:fa21::1,US,San Jose,隧道,80 ms,413 Mbps,52940 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,103 ms,4 Mbps,519 kB/s
141.147.104.2,443,2a0b:21c0:100a:1f9:0:4da7:105c:8a1b,DE,Frankfurt,隧道,93 ms,109 Mbps,14028 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,213 ms,85 Mbps,10956 kB/s
141.144.197.5,443,2a0b:21c0:1007:c8:0:2fdf:8c28:7dc7,DE,Frankfurt,隧道,103 ms,119 Mbps,15257 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,116 ms,35 Mbps,4528 kB/s
47.254.17.234,443,47.254.17.234,US,San Jose,中转,96 ms,31 Mbps,4031 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,29 ms,7 Mbps,915 kB/s
152.67.251.232,443,152.67.251.232,US,San Jose,中转,84 ms,415 Mbps,53145 kB/s
144.21.39.183,443,2a0b:21c0:1007:1ca:0:ee57:be6d:980b,DE,Frankfurt,隧道,111 ms,253 Mbps,32460 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,175 ms,122 Mbps,15667 kB/s
141.144.207.131,443,2a0b:21c0:1007:ca:0:9aa2:779:d172,DE,Frankfurt,隧道,105 ms,240 Mbps,30720 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,243 ms,29 Mbps,3751 kB/s
150.230.196.248,443,150.230.196.248,JP,Tokyo,中转,235 ms,35 Mbps,4495 kB/s
129.146.117.117,443,129.146.117.117,US,Los Angeles,中转,92 ms,175 Mbps,22425 kB/s
144.22.252.124,443,144.22.252.124,BR,S
