中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
198.23.254.51,443,198.23.254.51,US,San Jose,中转,2 ms,632 Mbps,80896 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,2 ms,912 Mbps,116736 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,23 ms,453 Mbps,58060 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,22 ms,594 Mbps,76083 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,33 ms,265 Mbps,33996 kB/s
184.169.181.217,443,184.169.181.217,US,Newark,中转,36 ms,309 Mbps,39628 kB/s
35.230.79.26,443,35.212.170.84,US,Seattle,隧道,22 ms,960 Mbps,122880 kB/s
35.197.23.75,443,35.212.170.84,US,Seattle,隧道,26 ms,745 Mbps,95436 kB/s
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,23 ms,1032 Mbps,132096 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,76 ms,306 Mbps,39219 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,73 ms,40 Mbps,5147 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,113 ms,46 Mbps,5952 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,77 ms,293 Mbps,37580 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,118 ms,45 Mbps,5799 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,109 ms,236 Mbps,30208 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,147 ms,116 Mbps,14950 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,114 ms,41 Mbps,5307 kB/s
152.70.242.38,443,130.162.140.114,KR,Seoul,隧道,136 ms,130 Mbps,16691 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,153 ms,122 Mbps,15667 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,156 ms,39 Mbps,5097 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,132 ms,142 Mbps,18227 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,158 ms,38 Mbps,4964 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,130 ms,33 Mbps,4272 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,171 ms,104 Mbps,13312 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,155 ms,126 Mbps,16179 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,159 ms,136 Mbps,17510 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,158 ms,45 Mbps,5868 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,152 ms,46 Mbps,5915 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,171 ms,3 Mbps,449 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,187 ms,39 Mbps,5041 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,174 ms,39 Mbps,5064 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,159 ms,9 Mbps,1193 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,243 ms,0 Mbps,26 kB/s
