中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,109 ms,191 Mbps,24473 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,67 ms,311 Mbps,39833 kB/s
129.146.46.164,443,129.146.46.164,US,253 Mbps,32460 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,17 ms,71 Mbps,9163 kB/s
34.82.76.253,443,35.185.230.104,US,Seattle,隧道,29 ms,816 Mbps,104448 kB/s
35.197.23.75,443,35.212.156.18,US,Seattle,隧道,22 ms,912 Mbps,116736 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,39 ms,667 Mbps,85401 kB/s
192.9.146.103,443,192.9.146.103,US,Dallas,中转,4 ms,556 Mbps,71270 kB/s
192.9.139.160,443,192.9.139.160,US,Los Angeles,中转,14 ms,872 Mbps,111616 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,8 ms,34 Mbps,4463 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,64 ms,320 Mbps,40960 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,2 ms,676 Mbps,86630 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,72 ms,52 Mbps,6756 kB/s
192.18.130.65,443,192.18.130.65,US,Los Angeles,中转,5 ms,582 Mbps,74547 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,72 ms,428 Mbps,54886 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,32 ms,301 Mbps,38604 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,148 ms,149 Mbps,19148 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,150 ms,109 Mbps,14028 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,83 ms,28 Mbps,3653 kB/s
47.90.141.204,443,91.149.239.62,US,Los Angeles,隧道,66 ms,33 Mbps,4290 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,175 ms,99 Mbps,12697 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,San Jose,隧道,114 ms,148 Mbps,18944 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,172 ms,128 Mbps,16384 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,164 ms,40 Mbps,5170 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,172 ms,87 Mbps,11161 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,178 ms,3 Mbps,400 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:107,KR,Seoul,隧道,157 ms,120 Mbps,15462 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,175 ms,38 Mbps,4952 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,182 ms,106 Mbps,13619 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,173 ms,112 Mbps,14336 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,173 ms,179 Mbps,22937 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,133 ms,152 Mbps,19558 kB/s
130.162.144.191,443,2a09:bac1:3f40::20b:88,KR,Seoul,隧道,153 ms,44 Mbps,5671 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,143 ms,132 Mbps,16896 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,172 ms,21 Mbps,2702 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,184 ms,43 Mbps,5620 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,184 ms,7 Mbps,964 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,188 ms,104 Mbps,13414 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,162 ms,32 Mbps,4181 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,181 ms,35 Mbps,4606 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,204 ms,31 Mbps,3994 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,145 ms,43 Mbps,5544 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,155 ms,4 Mbps,550 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,173 ms,41 Mbps,5299 kB/s
149.129.8.215,443,47.88.55.210,US,San Jose,隧道,168 ms,4 Mbps,517 kB/s
168.138.149.17,443,168.138.149.17,BR,S
